Time_s,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
2045.8,71.47,12.561,0.985,0.415,29.34
2049.4,71.42,12.548,1.114,0.425,29.31
2053.0,71.38,12.555,1.04,0.381,29.47
2056.6,71.33,12.556,0.856,0.263,29.31
2060.2,71.28,12.546,0.911,0.263,29.73
2063.8,71.23,12.569,0.696,0.235,29.28
2067.4,71.18,12.564,0.716,0.202,29.34
2071.0,71.13,12.551,0.771,0.191,29.87
2074.6,71.09,12.582,0.391,0.0,29.2
2078.2,71.04,12.518,0.556,0.0,29.41
2081.8,70.99,12.535,0.818,0.166,29.52
2085.4,70.94,12.525,0.976,0.32,29.59
2089.0,70.89,12.541,1.065,0.325,29.53
2092.6,70.84,12.556,0.87,0.325,29.45
2096.2,70.8,12.525,0.556,0.047,29.32
2099.8,70.75,12.572,0.438,0.0,29.14
2103.5,70.7,12.531,0.469,0.083,29.33
2107.1,70.65,12.528,0.502,0.037,29.69
2110.7,70.6,12.534,0.628,0.16,29.57
2114.3,70.56,12.517,0.909,0.276,29.48
2117.9,70.51,12.501,0.832,0.208,29.57
2121.5,70.46,12.533,0.824,0.222,29.22
2125.1,70.41,12.529,0.891,0.398,29.37
2128.7,70.36,12.54,0.741,0.228,29.56
2132.3,70.31,12.514,0.797,0.185,29.68
2135.9,70.27,12.536,0.454,0.004,29.11
2139.5,70.22,12.545,0.238,0.0,29.09
2143.1,70.17,12.537,0.889,0.216,29.85
2146.7,70.12,12.475,0.741,0.173,29.39
2150.3,70.07,12.52,0.378,0.0,29.6
2153.9,70.03,12.528,0.48,0.0,29.32
2157.5,69.98,12.517,0.35,0.0,29.28
2161.1,69.93,12.526,0.39,0.018,29.18
2164.7,69.88,12.517,0.576,0.068,29.5
2168.3,69.83,12.495,0.832,0.17,29.67
2171.9,69.79,12.517,0.573,0.0,29.1
2175.5,69.74,12.531,0.44,0.0,29.19
2179.1,69.69,12.513,0.514,0.044,29.47
2182.7,69.64,12.507,0.532,0.027,29.27
2186.3,69.59,12.507,0.589,0.148,29.22
2189.9,69.55,12.492,0.913,0.238,29.63
2193.5,69.5,12.454,1.129,0.473,29.73
2197.1,69.45,12.489,1.064,0.362,29.39
2200.7,69.4,12.486,0.804,0.235,29.43
2204.3,69.35,12.514,0.74,0.177,29.13
2207.9,69.3,12.505,0.696,0.164,29.17
2211.5,69.26,12.53,0.329,0.083,29.25
2215.1,69.21,12.491,0.426,0.0,29.27
2218.7,69.16,12.495,0.508,0.036,29.1
2222.3,69.11,12.484,0.445,0.0,29.12
2225.9,69.06,12.493,0.392,0.0,29.04
2229.5,69.02,12.514,0.531,0.0,29.39
2233.1,68.97,12.52,0.465,0.0,28.88
2236.7,68.92,12.464,0.768,0.159,29.18
2240.3,68.87,12.459,1.048,0.314,29.11
2243.9,68.82,12.459,1.121,0.408,29.59
2247.5,68.78,12.47,1.083,0.471,29.13
2251.1,68.73,12.445,0.848,0.401,29.42
2254.7,68.68,12.432,1.13,0.469,29.84
2258.3,68.63,12.467,1.027,0.335,29.81
2261.9,68.58,12.433,0.945,0.345,29.08
2265.5,68.54,12.458,0.871,0.25,29.48
2269.1,68.49,12.46,0.985,0.318,29.26
2272.7,68.44,12.445,1.327,0.505,29.34
2276.3,68.39,12.45,1.038,0.384,29.45
2279.9,68.34,12.449,0.965,0.321,29.7
2283.5,68.3,12.463,1.019,0.329,29.59
2287.1,68.25,12.465,0.782,0.112,29.24
2290.7,68.2,12.475,0.281,0.0,29.35
2294.3,68.15,12.462,0.709,0.182,28.91
2297.9,68.1,12.46,0.827,0.218,29.25
2301.6,68.06,12.481,0.772,0.143,29.22
2305.2,68.01,12.472,0.656,0.138,29.36
2308.8,67.96,12.484,0.517,0.08,29.26
2312.4,67.91,12.45,0.618,0.092,29.3
2316.0,67.86,12.453,0.548,0.038,29.27
2319.6,67.82,12.462,0.427,0.025,29.27
2323.2,67.77,12.452,0.63,0.104,29.44
2326.8,67.72,12.427,0.836,0.175,29.44
2330.4,67.67,12.444,1.164,0.349,29.47
2334.0,67.62,12.44,1.102,0.394,29.58
2337.6,67.58,12.421,1.088,0.397,29.66
2341.2,67.53,12.419,1.383,0.591,29.49
2344.8,67.48,12.409,1.42,0.565,29.6
2348.4,67.43,12.436,1.019,0.304,29.71
2352.0,67.38,12.43,0.484,0.0,29.07
2355.6,67.34,12.452,0.37,0.03,29.61
2359.2,67.29,12.442,0.571,0.027,29.05
2362.8,67.24,12.453,0.522,0.126,29.23
2366.4,67.19,12.434,0.515,0.073,29.11
2370.0,67.14,12.409,0.415,0.0,29.7
2373.6,67.09,12.413,0.727,0.101,29.27
2377.2,67.05,12.442,0.427,0.022,29.17
2380.8,67.0,12.446,0.352,0.0,29.17
2384.4,66.95,12.468,0.379,0.0,29.27
2388.0,66.9,12.435,0.677,0.09,29.29
2391.6,66.85,12.45,0.2,0.0,29.16
2395.2,66.81,12.428,0.583,0.148,28.62
2398.8,66.76,12.432,0.802,0.106,29.41
2402.4,66.71,12.405,0.808,0.203,29.41
2406.0,66.66,12.412,0.781,0.251,29.6
2409.6,66.61,12.375,1.218,0.472,29.81
2413.2,66.56,12.408,1.279,0.517,29.53
2416.8,66.52,12.378,1.542,0.66,29.82
2420.4,66.47,12.359,1.559,0.592,29.45
2424.0,66.42,12.39,1.097,0.405,29.66
2427.6,66.37,12.392,1.209,0.521,29.43
2431.2,66.32,12.389,1.017,0.33,29.24
2434.8,66.28,12.383,1.025,0.419,29.44
2438.4,66.23,12.39,0.806,0.29,29.68
2442.0,66.18,12.402,0.839,0.323,29.45
2445.6,66.13,12.371,1.224,0.546,29.85
2449.2,66.08,12.362,1.341,0.625,29.44
2452.8,66.03,12.351,1.271,0.599,29.78
2456.4,65.99,12.361,1.469,0.65,29.51
2460.0,65.94,12.364,1.297,0.587,29.62
2463.6,65.89,12.347,1.579,0.864,29.72
2467.2,65.84,12.353,1.584,0.777,29.81
2470.8,65.79,12.359,1.597,0.763,29.73
2474.4,65.74,12.351,1.708,0.831,29.57
2478.0,65.7,12.336,1.943,0.873,29.98
2481.6,65.65,12.328,1.839,0.929,30.11
2485.2,65.6,12.319,1.883,0.868,29.67
2488.8,65.55,12.317,1.759,0.838,29.37
2492.4,65.5,12.312,1.966,0.948,29.91
2496.0,65.45,12.315,2.052,1.051,29.78
2499.6,65.41,12.295,2.201,1.096,29.87
2503.3,65.36,12.296,2.417,1.256,30.08
2506.9,65.31,12.266,2.661,1.371,29.97
2510.5,65.26,12.249,2.757,1.471,30.04
2514.1,65.21,12.303,2.406,1.278,29.95
2517.7,65.16,12.272,2.61,1.322,30.33
2521.3,65.11,12.264,2.632,1.343,30.05
2524.9,65.07,12.248,2.838,1.52,29.87
2528.5,65.02,12.292,2.384,1.176,29.72
2532.1,64.97,12.312,2.245,1.156,29.94
2535.7,64.92,12.285,2.228,1.167,29.68
2539.3,64.87,12.291,2.125,1.037,29.56
2542.9,64.82,12.323,1.85,0.927,29.9
2546.5,64.77,12.263,2.149,1.104,30.02
2550.1,64.73,12.316,2.195,1.16,29.82
2553.7,64.68,12.3,2.635,1.383,30.11
2557.3,64.63,12.219,2.671,1.361,30.1
2560.9,64.58,12.276,2.304,1.192,30.05
2564.5,64.53,12.256,2.471,1.153,30.11
2568.1,64.48,12.274,2.228,1.094,29.39
2571.7,64.43,12.26,2.429,1.178,29.93
2575.3,64.39,12.273,2.508,1.256,30.11
2578.9,64.34,12.246,2.738,1.317,30.01
2582.5,64.29,12.221,2.978,1.585,30.18
2586.1,64.24,12.23,2.985,1.736,30.32
2589.7,64.19,12.239,2.983,1.634,30.19
2593.3,64.14,12.198,3.281,1.753,30.58
2596.9,64.09,12.192,3.229,1.757,30.49
2600.5,64.04,12.245,3.229,1.732,30.24
2604.1,63.99,12.187,3.56,1.9,30.34
2607.7,63.95,12.207,3.296,1.79,29.71
2611.3,63.9,12.188,3.556,1.901,30.31
2614.9,63.85,12.203,3.515,1.99,30.09
2618.5,63.8,12.226,3.396,1.879,30.36
2622.1,63.75,12.213,3.273,1.683,30.31
2625.7,63.7,12.185,3.176,1.673,30.38
2629.3,63.65,12.219,2.514,1.318,30.29
2632.9,63.6,12.222,2.719,1.453,30.08
2636.5,63.55,12.218,2.795,1.496,30.57
2640.1,63.51,12.182,3.065,1.668,30.25
2643.7,63.46,12.218,3.077,1.703,29.95
2647.3,63.41,12.175,3.324,1.885,30.18
2650.9,63.36,12.214,3.289,1.814,30.21
2654.5,63.31,12.214,3.356,1.875,30.43
2658.1,63.26,12.178,3.428,1.828,30.14
2661.7,63.21,12.192,3.327,1.814,30.24
2665.3,63.16,12.164,3.355,1.825,30.28
2668.9,63.11,12.192,3.34,1.868,30.21
2672.5,63.06,12.178,3.248,1.781,30.43
2676.1,63.01,12.161,3.382,1.836,30.45
2679.7,62.96,12.168,3.442,1.841,30.57
2683.3,62.92,12.178,3.171,1.678,30.18
2686.9,62.87,12.195,2.851,1.466,30.37
2690.5,62.82,12.205,2.996,1.601,29.91
2694.1,62.77,12.194,2.663,1.329,29.79
2697.7,62.72,12.238,2.505,1.31,29.77
2701.4,62.67,12.212,2.078,1.135,29.86
2705.0,62.62,12.227,2.633,1.34,30.3
2708.6,62.57,12.181,2.736,1.407,29.97
2712.2,62.52,12.193,2.775,1.447,30.01
2715.8,62.47,12.19,2.659,1.35,30.02
2719.4,62.42,12.209,2.304,1.185,30.06
2723.0,62.37,12.226,2.27,1.206,29.84
2726.6,62.32,12.228,2.403,1.204,29.87
2730.2,62.27,12.232,2.219,1.075,29.64
2733.8,62.22,12.221,1.931,0.943,29.7
2737.4,62.17,12.232,1.846,0.805,30.02
2741.0,62.13,12.236,1.444,0.663,29.66
2744.6,62.08,12.239,1.303,0.588,29.45
2748.2,62.03,12.222,1.56,0.627,29.93
2751.8,61.98,12.23,1.583,0.687,29.57
2755.4,61.93,12.245,1.465,0.682,29.93
2759.0,61.88,12.206,1.56,0.698,29.96
2762.6,61.83,12.227,1.678,0.764,29.74
2766.2,61.78,12.279,1.073,0.524,29.21
2769.8,61.73,12.263,1.252,0.549,30.03
2773.4,61.68,12.221,1.545,0.707,29.76
2777.0,61.63,12.221,1.271,0.475,29.52
2780.6,61.58,12.274,0.739,0.145,29.59
2784.2,61.53,12.232,0.712,0.122,29.53
2787.8,61.48,12.278,0.804,0.252,29.68
2791.4,61.43,12.262,0.699,0.231,29.25
2795.0,61.38,12.279,0.942,0.305,29.53
2798.6,61.33,12.224,0.947,0.342,29.23
2802.2,61.28,12.271,0.775,0.203,29.54
2805.8,61.23,12.264,0.567,0.087,29.33
2809.4,61.18,12.257,0.603,0.0,29.41
2813.0,61.13,12.241,0.583,0.182,29.32
2816.6,61.08,12.256,0.843,0.283,29.39
2820.2,61.03,12.256,0.842,0.27,29.26
2823.8,60.98,12.276,0.756,0.242,29.56
2827.4,60.93,12.265,0.717,0.145,29.69
2831.0,60.88,12.236,0.783,0.193,29.3
2834.6,60.83,12.237,0.598,0.106,29.46
2838.2,60.78,12.235,0.504,0.062,29.4
2841.8,60.73,12.282,0.399,0.0,29.28
2845.4,60.68,12.238,0.559,0.093,29.03
2849.0,60.63,12.273,0.514,0.075,29.06
2852.6,60.58,12.255,0.551,0.092,29.18
2856.2,60.53,12.256,0.443,0.0,28.87
2859.8,60.48,12.244,0.465,0.0,29.59
2863.4,60.43,12.264,0.333,0.019,29.33
2867.0,60.38,12.253,0.321,0.0,29.25
2870.6,60.33,12.249,0.26,0.0,28.8
2874.2,60.28,12.253,0.469,0.0,28.94
2877.8,60.23,12.24,0.451,0.0,29.3
2881.4,60.18,12.217,0.679,0.123,29.78
2885.0,60.13,12.243,0.555,0.165,29.2
2888.6,60.08,12.219,0.803,0.147,29.6
2892.2,60.03,12.242,0.487,0.062,29.22
2895.8,59.98,12.229,0.426,0.0,29.31
2899.4,59.93,12.204,0.664,0.113,29.62
2903.1,59.88,12.258,0.443,0.058,29.23
2906.7,59.82,12.258,0.371,0.0,29.14
2910.3,59.77,12.243,0.428,0.0,29.58
2913.9,59.72,12.207,0.736,0.054,29.41
2917.5,59.67,12.215,0.57,0.083,29.56
2921.1,59.62,12.241,0.542,0.0,29.2
2924.7,59.57,12.204,0.714,0.136,29.68
2928.3,59.52,12.213,0.436,0.0,29.35
2931.9,59.47,12.239,0.628,0.163,29.45
2935.5,59.42,12.201,0.789,0.186,29.45
2939.1,59.37,12.24,0.524,0.14,29.23
2942.7,59.32,12.182,0.709,0.11,29.4
2946.3,59.27,12.213,0.626,0.119,29.28
2949.9,59.22,12.241,0.511,0.183,29.52
2953.5,59.17,12.213,0.419,0.0,29.25
2957.1,59.12,12.205,0.454,0.0,29.01
2960.7,59.07,12.192,0.427,0.006,28.96
2964.3,59.02,12.207,0.761,0.147,29.07
2967.9,58.96,12.173,0.866,0.282,29.57
2971.5,58.91,12.168,1.133,0.473,29.31
2975.1,58.86,12.138,1.366,0.603,29.69
2978.7,58.81,12.185,1.233,0.503,29.61
2982.3,58.76,12.179,1.206,0.501,29.56
2985.9,58.71,12.141,1.57,0.631,29.79
2989.5,58.66,12.124,1.552,0.748,29.72
2993.1,58.61,12.161,1.592,0.723,29.16
2996.7,58.56,12.127,1.661,0.784,29.67
3000.3,58.51,12.123,1.5,0.729,29.76
3003.9,58.46,12.125,1.222,0.55,29.91
3007.5,58.4,12.138,1.266,0.535,29.93
3011.1,58.35,12.118,1.401,0.514,29.37
3014.7,58.3,12.14,1.172,0.453,29.49
3018.3,58.25,12.163,1.099,0.517,29.22
3021.9,58.2,12.153,0.938,0.489,29.78
3025.5,58.15,12.142,1.35,0.536,29.83
3029.1,58.1,12.117,1.488,0.626,29.74
3032.7,58.05,12.101,2.019,0.912,29.89
3036.3,58.0,12.138,1.802,0.9,30.06
3039.9,57.95,12.086,2.139,1.043,30.14
3043.5,57.89,12.092,2.194,1.07,30.15
3047.1,57.84,12.065,2.136,1.104,29.99
3050.7,57.79,12.11,2.116,1.093,29.82
3054.3,57.74,12.076,2.179,1.109,30.07
3057.9,57.69,12.096,2.197,1.082,30.09
3061.5,57.64,12.071,2.327,1.2,29.93
3065.1,57.59,12.08,2.326,1.113,29.9
3068.7,57.54,12.1,1.917,0.933,30.05
3072.3,57.48,12.092,1.719,0.869,30.09
3075.9,57.43,12.106,1.861,0.792,29.66
3079.5,57.38,12.093,1.536,0.727,29.64
3083.1,57.33,12.116,1.511,0.71,29.75
3086.7,57.28,12.1,1.449,0.646,29.76
3090.3,57.23,12.111,1.43,0.628,29.55
3093.9,57.18,12.105,1.275,0.564,29.98
3097.5,57.12,12.101,1.463,0.613,29.75
3101.2,57.07,12.061,1.911,0.898,29.93
3104.8,57.02,12.08,1.898,0.922,30.17
3108.4,56.97,12.086,1.677,0.863,29.65
3112.0,56.92,12.085,1.498,0.584,29.66
3115.6,56.87,12.078,1.753,0.812,29.52
3119.2,56.82,12.077,1.799,0.844,29.75
3122.8,56.76,12.07,1.681,0.824,29.45
3126.4,56.71,12.094,1.315,0.551,29.77
3130.0,56.66,12.085,1.206,0.537,29.66
3133.6,56.61,12.123,1.414,0.552,29.6
3137.2,56.56,12.113,1.192,0.489,29.55
3140.8,56.51,12.106,1.068,0.328,29.68
3144.4,56.46,12.141,0.621,0.161,29.15
3148.0,56.4,12.07,1.051,0.391,29.57
3151.6,56.35,12.061,1.038,0.403,29.66
3155.2,56.3,12.091,1.061,0.34,29.17
3158.8,56.25,12.087,0.8,0.344,29.57
3162.4,56.2,12.099,0.884,0.34,29.13
3166.0,56.15,12.122,0.528,0.167,29.32
3169.6,56.09,12.118,0.778,0.277,29.2
3173.2,56.04,12.088,0.745,0.254,29.71
3176.8,55.99,12.109,0.747,0.268,29.19
3180.4,55.94,12.086,1.058,0.445,29.2
3184.0,55.89,12.105,0.762,0.288,29.45
3187.6,55.84,12.096,0.644,0.195,29.3
3191.2,55.78,12.11,0.904,0.232,29.18
3194.8,55.73,12.082,0.984,0.34,29.61
3198.4,55.68,12.114,0.875,0.265,29.07
3202.0,55.63,12.086,0.637,0.197,29.18
3205.6,55.58,12.1,0.801,0.273,29.33
3209.2,55.53,12.063,1.251,0.545,29.76
3212.8,55.47,12.055,1.303,0.553,29.88
3216.4,55.42,12.07,1.261,0.46,29.82
3220.0,55.37,12.066,1.041,0.333,29.49
3223.6,55.32,12.032,0.977,0.316,29.02
3227.2,55.27,12.017,1.118,0.417,29.63
3230.8,55.21,12.053,1.684,0.754,30.04
3234.4,55.16,12.058,1.528,0.717,29.94
3238.0,55.11,12.063,1.598,0.725,29.81
3241.6,55.06,12.007,2.111,0.93,29.66
3245.2,55.01,12.001,1.82,0.966,29.69
3248.8,54.96,12.003,2.017,0.991,30.26
3252.4,54.9,11.988,2.41,1.167,29.72
3256.0,54.85,11.982,2.194,1.178,29.7
3259.6,54.8,12.028,2.051,1.06,30.07
3263.2,54.75,12.023,2.298,1.206,29.88
3266.8,54.7,12.009,2.023,1.015,29.63
3270.4,54.64,11.995,2.121,1.136,30.21
3274.0,54.59,11.966,2.274,1.135,30.05
3277.6,54.54,12.01,2.231,1.099,29.87
3281.2,54.49,11.99,2.151,1.06,29.69
3284.8,54.44,11.99,2.016,1.042,30.28
3288.4,54.38,12.001,1.99,0.989,29.86
3292.0,54.33,11.983,1.997,1.042,30.14
3295.6,54.28,11.991,2.033,0.993,30.05
3299.2,54.23,11.975,1.85,0.763,29.71
3302.9,54.18,12.021,1.657,0.763,29.64
3306.5,54.12,11.997,1.74,0.878,30.06
3310.1,54.07,12.027,1.5,0.641,29.98
3313.7,54.02,12.013,1.33,0.64,29.26
3317.3,53.97,12.017,1.254,0.585,29.71
3320.9,53.92,11.989,1.452,0.697,29.65
3324.5,53.86,12.017,1.444,0.665,29.47
3328.1,53.81,11.977,1.73,0.758,29.82
3331.7,53.76,11.977,1.822,0.835,29.53
3335.3,53.71,11.975,1.974,0.916,29.76
3338.9,53.66,11.968,2.117,1.103,29.75
3342.5,53.6,11.941,2.083,1.076,29.8
3346.1,53.55,11.957,2.168,1.083,29.91
3349.7,53.5,11.971,2.177,1.132,29.73
3353.3,53.45,11.95,2.212,1.143,30.26
3356.9,53.4,11.949,2.249,1.112,30.05
3360.5,53.34,11.965,2.005,1.004,30.23
3364.1,53.29,11.956,2.071,1.005,29.86
3367.7,53.24,11.947,1.954,0.826,29.74
3371.3,53.19,11.987,1.411,0.581,30.01
3374.9,53.14,12.011,1.223,0.447,29.48
3378.5,53.08,11.974,1.313,0.526,29.59
3382.1,53.03,11.988,1.196,0.554,29.73
3385.7,52.98,11.965,1.328,0.635,29.39
3389.3,52.93,12.004,1.226,0.552,29.74
3392.9,52.88,11.977,1.425,0.677,29.79
3396.5,52.82,11.971,1.282,0.509,29.87
3400.1,52.77,11.995,1.057,0.379,29.72
3403.7,52.72,11.96,1.339,0.502,29.9
3407.3,52.67,11.964,1.283,0.521,29.6
3410.9,52.62,11.952,1.355,0.602,29.47
3414.5,52.56,11.962,1.252,0.63,30.03
3418.1,52.51,11.991,1.359,0.563,29.34
3421.7,52.46,11.968,1.164,0.42,29.29
3425.3,52.41,12.006,0.736,0.2,29.54
3428.9,52.36,11.959,1.242,0.417,29.93
3432.5,52.3,12.001,0.861,0.222,29.51
3436.1,52.25,11.959,1.137,0.393,29.77
3439.7,52.2,11.981,0.982,0.405,29.12
3443.3,52.15,11.975,1.072,0.437,29.45
3446.9,52.1,12.004,1.152,0.461,29.2
3450.5,52.04,11.975,1.187,0.526,29.74
3454.1,51.99,11.953,1.22,0.432,29.29
3457.7,51.94,11.993,0.788,0.173,29.19
3461.3,51.89,12.028,0.483,0.104,29.44
3464.9,51.84,11.956,0.767,0.158,29.65
3468.5,51.78,11.982,0.455,0.029,29.3
3472.1,51.73,11.985,0.542,0.158,29.48
3475.7,51.68,11.975,0.662,0.142,29.51
3479.3,51.63,11.985,0.454,0.0,29.29
3482.9,51.58,11.965,0.524,0.018,29.14
3486.5,51.52,12.005,0.513,0.07,29.47
3490.1,51.47,11.952,0.693,0.131,29.54
3493.7,51.42,11.981,0.448,0.0,29.51
3497.3,51.37,12.005,0.326,0.0,29.35
3501.0,51.32,11.979,0.484,0.123,29.11
3504.6,51.26,11.963,0.49,0.0,29.48
3508.2,51.21,11.942,0.758,0.123,29.44
3511.8,51.16,11.953,0.842,0.259,29.37
3515.4,51.11,11.948,0.769,0.116,29.39
3519.0,51.06,11.974,0.491,0.0,29.21
3522.6,51.01,11.943,0.605,0.088,29.57
3526.2,50.95,11.984,0.417,0.039,29.04
3529.8,50.9,11.946,0.937,0.195,29.31
3533.4,50.85,11.939,1.076,0.387,29.49
3537.0,50.8,11.969,0.824,0.248,29.79
3540.6,50.75,11.95,0.61,0.152,29.6
3544.2,50.69,11.938,0.719,0.163,29.1
3547.8,50.64,11.96,0.307,0.0,29.56
3551.4,50.59,11.957,0.456,0.0,29.61
3555.0,50.54,11.96,0.384,0.0,29.08
3558.6,50.49,11.923,0.881,0.24,28.98
3562.2,50.43,11.907,0.802,0.27,29.44
3565.8,50.38,11.931,0.735,0.191,29.66
3569.4,50.33,11.955,0.496,0.068,29.67
3573.0,50.28,11.955,0.404,0.0,29.15
3576.6,50.23,11.962,0.551,0.0,29.72
3580.2,50.18,11.974,0.511,0.0,28.91
3583.8,50.12,11.958,0.443,0.0,29.26
3587.4,50.07,11.963,0.503,0.058,29.27
3591.0,50.02,11.949,0.565,0.048,29.61
3594.6,49.97,11.953,0.734,0.143,29.7
3598.2,49.92,11.963,0.545,0.106,29.56
3601.8,49.87,11.927,0.964,0.31,29.25
3605.4,49.81,11.924,0.928,0.402,29.68
3609.0,49.76,11.895,1.196,0.428,29.7
3612.6,49.71,11.889,1.347,0.487,29.32
3616.2,49.66,11.895,1.102,0.42,29.15
3619.8,49.61,11.919,0.87,0.39,29.69
3623.4,49.56,11.889,1.048,0.355,29.51
3627.0,49.5,11.907,0.812,0.263,29.21
3630.6,49.45,11.887,0.531,0.099,29.33
3634.2,49.4,11.935,0.759,0.165,29.52
3637.8,49.35,11.897,0.91,0.281,29.48
3641.4,49.3,11.907,0.894,0.328,29.18
3645.0,49.25,11.919,0.919,0.317,29.88
3648.6,49.19,11.876,1.388,0.582,29.87
3652.2,49.14,11.902,1.184,0.503,29.53
3655.8,49.09,11.855,1.289,0.533,29.58
3659.4,49.04,11.947,0.507,0.0,29.43
3663.0,48.99,11.929,0.446,0.0,29.11
3666.6,48.94,11.908,0.578,0.075,29.45
3670.2,48.89,11.914,0.801,0.288,29.2
3673.8,48.83,11.866,0.943,0.287,29.5
3677.4,48.78,11.891,0.686,0.306,29.19
3681.0,48.73,11.913,0.733,0.227,29.22
3684.6,48.68,11.858,0.814,0.284,29.8
3688.2,48.63,11.896,0.741,0.189,29.46
3691.8,48.58,11.892,0.781,0.181,29.5
3695.4,48.53,11.924,0.542,0.004,28.97
3699.0,48.47,11.879,0.344,0.0,29.19
3702.7,48.42,11.921,0.447,0.0,29.43
3706.3,48.37,11.888,0.416,0.0,29.37
3709.9,48.32,11.895,0.285,0.0,28.85
3713.5,48.27,11.859,0.746,0.088,29.49
3717.1,48.22,11.864,0.656,0.208,29.49
3720.7,48.17,11.875,0.852,0.243,29.74
3724.3,48.11,11.846,0.95,0.323,29.39
3727.9,48.06,11.877,0.844,0.231,29.03
3731.5,48.01,11.869,0.554,0.112,29.18
3735.1,47.96,11.849,0.759,0.171,29.23
3738.7,47.91,11.877,0.377,0.037,29.47
3742.3,47.86,11.884,0.471,0.0,28.81
3745.9,47.81,11.847,0.991,0.343,29.44
3749.5,47.76,11.854,0.918,0.349,29.79
3753.1,47.71,11.862,0.931,0.29,29.52
3756.7,47.65,11.868,0.896,0.218,29.68
3760.3,47.6,11.866,0.479,0.044,29.03
3763.9,47.55,11.848,0.587,0.077,29.07
3767.5,47.5,11.869,0.487,0.04,29.65
3771.1,47.45,11.881,0.335,0.0,29.33
3774.7,47.4,11.843,0.487,0.064,29.38
3778.3,47.35,11.853,0.428,0.023,29.12
3781.9,47.3,11.858,0.348,0.0,29.33
3785.5,47.25,11.859,0.446,0.007,29.12
3789.1,47.2,11.85,0.425,0.003,29.58
3792.7,47.14,11.878,0.284,0.0,29.83
3796.3,47.09,11.838,0.346,0.049,29.41
3799.9,47.04,11.832,0.452,0.0,29.22
3803.5,46.99,11.844,0.559,0.123,28.88
3807.1,46.94,11.842,0.624,0.111,29.07
3810.7,46.89,11.825,0.533,0.036,29.69
3814.3,46.84,11.843,0.403,0.059,29.13
3817.9,46.79,11.844,0.414,0.075,29.26
3821.5,46.74,11.828,0.701,0.086,29.57
3825.1,46.69,11.832,0.755,0.191,29.75
3828.7,46.64,11.836,0.406,0.0,29.29
3832.3,46.59,11.868,0.375,0.031,29.24
3835.9,46.53,11.852,0.367,0.0,29.33
3839.5,46.48,11.833,0.347,0.0,29.19
3843.1,46.43,11.824,0.758,0.168,29.34
3846.7,46.38,11.838,0.466,0.072,29.44
3850.3,46.33,11.84,0.717,0.119,29.48
3853.9,46.28,11.808,0.776,0.229,29.89
3857.5,46.23,11.826,0.793,0.287,29.56
3861.1,46.18,11.811,0.846,0.295,29.72
3864.7,46.13,11.838,0.726,0.321,29.23
3868.3,46.08,11.819,1.017,0.387,29.65
3871.9,46.03,11.808,0.876,0.29,29.36
3875.5,45.98,11.794,0.99,0.287,29.62
3879.1,45.93,11.793,1.21,0.552,29.76
3882.7,45.88,11.768,1.472,0.602,29.72
3886.3,45.83,11.795,1.456,0.614,30.19
3889.9,45.78,11.77,1.445,0.569,29.99
3893.5,45.73,11.775,1.169,0.473,29.84
3897.1,45.68,11.766,1.302,0.503,29.8
3900.8,45.63,11.761,1.154,0.541,29.95
3904.4,45.58,11.775,1.383,0.53,29.39
3908.0,45.52,11.733,1.764,0.854,30.09
3911.6,45.47,11.772,1.546,0.768,29.54
3915.2,45.42,11.742,1.397,0.655,29.57
3918.8,45.37,11.762,1.391,0.611,29.79
3922.4,45.32,11.779,1.326,0.603,29.91
3926.0,45.27,11.732,1.251,0.502,29.4
3929.6,45.22,11.799,1.118,0.528,29.49
3933.2,45.17,11.759,1.17,0.568,29.63
3936.8,45.12,11.747,1.554,0.65,29.7
3940.4,45.07,11.757,1.435,0.587,29.87
3944.0,45.02,11.752,1.562,0.743,30.43
3947.6,44.97,11.731,1.808,0.816,29.91
3951.2,44.92,11.712,2.389,1.153,29.89
3954.8,44.87,11.713,2.185,1.065,29.7
3958.4,44.82,11.74,1.987,0.963,29.83
3962.0,44.77,11.721,1.971,0.927,29.7
3965.6,44.72,11.744,1.913,0.967,29.96
3969.2,44.67,11.719,2.074,1.025,30.01
3972.8,44.62,11.669,2.235,1.097,29.89
3976.4,44.57,11.718,2.548,1.352,30.49
3980.0,44.52,11.682,2.282,1.128,29.85
3983.6,44.47,11.729,1.932,0.919,29.85
3987.2,44.42,11.707,1.907,0.905,29.99
3990.8,44.37,11.704,2.232,1.146,30.16
3994.4,44.32,11.666,2.445,1.233,30.31
3998.0,44.27,11.7,2.128,1.113,30.03
4001.6,44.22,11.682,2.197,1.134,30.18
4005.2,44.17,11.71,2.168,1.112,29.83
4008.8,44.12,11.69,2.19,1.086,30.15
4012.4,44.07,11.711,1.879,1.022,30.04
4016.0,44.02,11.65,2.159,1.033,30.26
4019.6,43.97,11.676,2.224,1.162,29.65
4023.2,43.93,11.679,2.274,1.108,29.82
4026.8,43.88,11.674,2.293,1.181,30.17
4030.4,43.83,11.674,2.5,1.276,29.55
4034.0,43.78,11.634,2.855,1.431,30.3
4037.6,43.73,11.656,2.526,1.327,30.3
4041.2,43.68,11.665,2.643,1.328,30.01
4044.8,43.63,11.623,2.42,1.25,29.96
4048.4,43.58,11.663,2.457,1.261,29.85
4052.0,43.53,11.647,2.471,1.272,29.96
