Time_s,Time_min,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
1729.1,28.82,77.91,12.515,4.507,2.697,30.25
1732.6,28.88,77.86,12.531,4.467,2.67,30.05
1736.2,28.94,77.81,12.526,4.791,2.754,30.69
1739.7,28.99,77.76,12.519,4.616,2.603,30.48
1743.2,29.05,77.71,12.517,4.363,2.58,30.37
1746.8,29.11,77.66,12.488,4.473,2.614,30.3
1750.3,29.17,77.61,12.521,4.536,2.66,30.24
1753.8,29.23,77.56,12.547,4.579,2.622,30.44
1757.4,29.29,77.51,12.561,4.238,2.452,29.83
1760.9,29.35,77.47,12.491,4.36,2.632,30.29
1764.4,29.41,77.42,12.531,4.406,2.559,30.39
1768.0,29.47,77.37,12.532,4.383,2.545,30.18
1771.5,29.53,77.32,12.513,4.225,2.558,30.12
1775.1,29.58,77.27,12.521,4.059,2.399,29.99
1778.6,29.64,77.22,12.518,4.234,2.569,30.25
1782.1,29.7,77.17,12.511,4.253,2.598,30.35
1785.7,29.76,77.12,12.496,4.621,2.752,30.67
1789.2,29.82,77.08,12.486,4.655,2.694,30.7
1792.7,29.88,77.03,12.499,4.977,2.854,30.71
1796.3,29.94,76.98,12.476,4.844,2.888,30.5
1799.8,30.0,76.93,12.483,4.728,2.862,30.27
1803.3,30.06,76.88,12.424,5.326,3.025,30.74
1806.9,30.11,76.83,12.447,5.473,3.308,30.67
1810.4,30.17,76.78,12.437,5.447,3.158,30.8
1814.0,30.23,76.73,12.449,4.918,2.84,30.9
1817.5,30.29,76.69,12.469,4.759,2.747,30.48
1821.0,30.35,76.64,12.478,4.806,2.768,30.22
1824.6,30.41,76.59,12.488,4.786,2.795,30.13
1828.1,30.47,76.54,12.499,4.941,2.883,30.77
1831.6,30.53,76.49,12.533,4.655,2.727,30.57
1835.2,30.59,76.44,12.492,4.427,2.698,30.01
1838.7,30.65,76.39,12.463,4.555,2.715,30.38
1842.2,30.7,76.35,12.482,4.646,2.674,30.08
1845.8,30.76,76.3,12.473,4.504,2.629,30.22
1849.3,30.82,76.25,12.505,4.161,2.456,30.34
1852.8,30.88,76.2,12.512,4.268,2.51,30.33
1856.4,30.94,76.15,12.522,3.854,2.32,30.45
1859.9,31.0,76.1,12.491,4.41,2.525,30.02
1863.5,31.06,76.05,12.483,4.426,2.464,29.83
1867.0,31.12,76.01,12.448,4.769,2.759,30.82
1870.5,31.18,75.96,12.425,5.105,2.964,30.59
1874.1,31.23,75.91,12.435,4.853,2.993,30.53
1877.6,31.29,75.86,12.457,5.038,2.947,30.58
1881.1,31.35,75.81,12.436,5.066,3.05,30.32
1884.7,31.41,75.76,12.463,4.864,2.936,30.05
1888.2,31.47,75.71,12.439,4.909,2.942,30.36
1891.7,31.53,75.67,12.453,4.687,2.809,30.16
1895.3,31.59,75.62,12.45,4.924,2.907,30.12
1898.8,31.65,75.57,12.462,4.562,2.724,30.34
1902.4,31.71,75.52,12.446,4.494,2.699,30.16
1905.9,31.76,75.47,12.45,4.421,2.699,30.6
1909.4,31.82,75.42,12.458,4.651,2.689,30.65
1913.0,31.88,75.38,12.409,4.764,2.808,30.6
1916.5,31.94,75.33,12.463,4.688,2.762,30.33
1920.0,32.0,75.28,12.454,4.671,2.802,30.69
1923.6,32.06,75.23,12.434,4.92,2.815,30.08
1927.1,32.12,75.18,12.453,4.818,2.871,30.82
1930.6,32.18,75.14,12.452,4.49,2.616,30.43
1934.2,32.24,75.09,12.475,4.425,2.477,30.32
1937.7,32.3,75.04,12.498,3.869,2.244,30.21
1941.2,32.35,74.99,12.481,3.831,2.114,30.26
1944.8,32.41,74.94,12.482,3.604,2.027,30.2
1948.3,32.47,74.89,12.478,3.99,2.288,30.25
1951.9,32.53,74.85,12.473,3.923,2.154,30.48
1955.4,32.59,74.8,12.483,3.597,2.003,30.18
1958.9,32.65,74.75,12.487,3.664,2.108,30.13
1962.5,32.71,74.7,12.483,3.496,1.948,29.7
1966.0,32.77,74.65,12.539,3.315,1.895,29.68
1969.5,32.83,74.61,12.522,2.93,1.748,29.79
1973.1,32.88,74.56,12.538,3.096,1.691,29.92
1976.6,32.94,74.51,12.564,2.395,1.377,29.65
1980.1,33.0,74.46,12.534,3.29,1.512,29.93
1983.7,33.06,74.41,12.622,1.155,0.0,29.54
1987.2,33.12,74.36,12.638,0.362,0.015,29.34
1990.7,33.18,74.32,12.661,0.427,0.011,28.89
1994.3,33.24,74.27,12.679,0.325,0.0,28.61
1997.8,33.3,74.22,12.629,0.373,0.0,29.19
2001.4,33.36,74.17,12.656,0.444,0.0,28.85
2004.9,33.41,74.12,12.655,0.913,0.248,29.01
2008.4,33.47,74.08,12.649,0.653,0.157,29.03
2012.0,33.53,74.03,12.65,0.861,0.358,29.56
2015.5,33.59,73.98,12.609,1.006,0.479,29.57
2019.0,33.65,73.93,12.593,1.011,0.372,29.34
2022.6,33.71,73.88,12.636,0.61,0.224,29.08
2026.1,33.77,73.84,12.609,1.012,0.404,29.57
2029.6,33.83,73.79,12.639,0.725,0.271,29.35
2033.2,33.89,73.74,12.614,0.866,0.403,28.97
2036.7,33.95,73.69,12.586,1.126,0.439,29.59
2040.3,34.0,73.65,12.616,0.91,0.345,29.1
2043.8,34.06,73.6,12.625,0.84,0.321,29.1
2047.3,34.12,73.55,12.58,0.701,0.212,29.12
2050.9,34.18,73.5,12.583,0.8,0.284,29.16
2054.4,34.24,73.45,12.633,0.572,0.16,28.87
2057.9,34.3,73.41,12.644,0.528,0.085,29.54
2061.5,34.36,73.36,12.622,0.247,0.0,28.66
2065.0,34.42,73.31,12.57,0.729,0.041,29.15
2068.5,34.48,73.26,12.567,0.819,0.259,28.89
2072.1,34.53,73.22,12.602,0.779,0.208,29.46
2075.6,34.59,73.17,12.588,0.691,0.089,29.06
2079.1,34.65,73.12,12.634,0.52,0.0,29.19
2082.7,34.71,73.07,12.613,0.388,0.034,28.92
2086.2,34.77,73.02,12.593,0.586,0.046,28.99
2089.8,34.83,72.98,12.617,0.18,0.001,28.88
2093.3,34.89,72.93,12.586,0.489,0.016,29.06
2096.8,34.95,72.88,12.6,0.547,0.0,29.19
2100.4,35.01,72.83,12.616,0.396,0.0,29.07
2103.9,35.07,72.79,12.575,0.425,0.0,28.84
2107.4,35.12,72.74,12.614,0.525,0.05,29.41
2111.0,35.18,72.69,12.615,0.413,0.098,29.06
2114.5,35.24,72.64,12.596,0.416,0.065,28.99
2118.0,35.3,72.59,12.567,0.475,0.055,29.13
2121.6,35.36,72.55,12.574,0.853,0.183,29.23
2125.1,35.42,72.5,12.568,0.895,0.268,29.3
2128.7,35.48,72.45,12.567,0.892,0.283,29.26
2132.2,35.54,72.4,12.582,0.752,0.22,29.38
2135.7,35.6,72.36,12.587,0.967,0.283,29.13
2139.3,35.65,72.31,12.523,1.286,0.562,29.34
2142.8,35.71,72.26,12.538,0.993,0.402,29.3
2146.3,35.77,72.21,12.574,0.959,0.399,29.35
2149.9,35.83,72.17,12.556,1.297,0.514,29.82
2153.4,35.89,72.12,12.526,1.511,0.629,29.45
2156.9,35.95,72.07,12.535,1.179,0.443,29.21
2160.5,36.01,72.02,12.569,1.041,0.307,29.42
2164.0,36.07,71.98,12.564,0.852,0.262,29.5
2167.5,36.13,71.93,12.567,0.542,0.183,29.01
2171.1,36.18,71.88,12.545,0.847,0.285,29.33
2174.6,36.24,71.83,12.543,1.093,0.381,29.25
2178.2,36.3,71.79,12.576,0.703,0.158,29.54
2181.7,36.36,71.74,12.599,0.567,0.137,29.25
2185.2,36.42,71.69,12.579,0.475,0.051,28.94
2188.8,36.48,71.64,12.569,0.493,0.083,29.06
2192.3,36.54,71.6,12.563,0.374,0.007,29.07
2195.8,36.6,71.55,12.581,0.2,0.0,29.32
2199.4,36.66,71.5,12.552,0.439,0.0,29.0
2202.9,36.72,71.45,12.569,0.826,0.246,29.2
2206.4,36.77,71.41,12.525,0.92,0.301,29.46
2210.0,36.83,71.36,12.535,0.98,0.364,28.9
2213.5,36.89,71.31,12.552,0.875,0.244,29.53
2217.1,36.95,71.26,12.571,0.648,0.021,29.88
2220.6,37.01,71.22,12.539,0.639,0.129,29.22
2224.1,37.07,71.17,12.588,0.565,0.08,29.25
2227.7,37.13,71.12,12.503,0.576,0.223,29.36
2231.2,37.19,71.07,12.525,0.6,0.254,29.17
2234.7,37.25,71.03,12.513,1.024,0.335,29.27
2238.3,37.3,70.98,12.544,0.891,0.412,29.16
2241.8,37.36,70.93,12.521,1.004,0.393,29.48
2245.3,37.42,70.88,12.56,0.58,0.113,28.93
2248.9,37.48,70.84,12.539,0.548,0.079,29.14
2252.4,37.54,70.79,12.553,0.601,0.101,29.32
2255.9,37.6,70.74,12.565,0.398,0.0,29.18
2259.5,37.66,70.7,12.556,0.518,0.077,29.08
2263.0,37.72,70.65,12.57,0.276,0.0,28.85
2266.6,37.78,70.6,12.577,0.381,0.0,29.13
2270.1,37.83,70.55,12.514,0.699,0.08,29.13
2273.6,37.89,70.51,12.554,0.315,0.0,28.88
2277.2,37.95,70.46,12.501,0.512,0.193,28.84
2280.7,38.01,70.41,12.519,0.458,0.086,28.78
2284.2,38.07,70.36,12.581,0.276,0.0,28.9
2287.8,38.13,70.32,12.543,0.596,0.097,28.92
2291.3,38.19,70.27,12.516,0.994,0.299,29.22
2294.8,38.25,70.22,12.498,1.186,0.434,29.17
2298.4,38.31,70.17,12.476,1.388,0.582,29.3
2301.9,38.37,70.13,12.45,1.666,0.791,29.27
2305.5,38.42,70.08,12.474,1.59,0.762,29.75
2309.0,38.48,70.03,12.492,1.289,0.606,29.13
2312.5,38.54,69.99,12.439,1.246,0.528,29.61
2316.1,38.6,69.94,12.461,1.196,0.459,29.38
2319.6,38.66,69.89,12.487,1.24,0.447,29.62
2323.1,38.72,69.84,12.486,0.75,0.315,28.86
2326.7,38.78,69.8,12.484,1.034,0.377,29.47
2330.2,38.84,69.75,12.536,0.704,0.201,29.13
2333.7,38.9,69.7,12.504,1.143,0.535,29.16
2337.3,38.95,69.65,12.496,0.734,0.176,28.98
2340.8,39.01,69.61,12.486,0.658,0.15,28.95
2344.3,39.07,69.56,12.53,0.493,0.137,29.25
2347.9,39.13,69.51,12.547,0.386,0.102,29.16
2351.4,39.19,69.46,12.504,0.331,0.0,29.08
2355.0,39.25,69.42,12.514,0.629,0.0,29.37
2358.5,39.31,69.37,12.462,1.072,0.349,29.31
2362.0,39.37,69.32,12.454,1.163,0.492,29.22
2365.6,39.43,69.28,12.482,1.026,0.432,29.27
2369.1,39.48,69.23,12.473,1.152,0.408,28.93
2372.6,39.54,69.18,12.473,0.98,0.296,29.26
2376.2,39.6,69.13,12.465,0.857,0.131,28.92
2379.7,39.66,69.09,12.447,0.723,0.159,29.23
2383.2,39.72,69.04,12.56,0.283,0.0,28.91
2386.8,39.78,68.99,12.503,0.347,0.0,29.14
2390.3,39.84,68.94,12.506,0.501,0.0,29.17
2393.9,39.9,68.9,12.535,0.241,0.0,29.2
2397.4,39.96,68.85,12.464,0.777,0.158,29.08
2400.9,40.02,68.8,12.489,0.409,0.0,29.1
2404.5,40.07,68.75,12.488,0.32,0.004,29.15
2408.0,40.13,68.71,12.454,0.397,0.075,29.17
2411.5,40.19,68.66,12.465,0.495,0.042,28.98
2415.1,40.25,68.61,12.463,0.991,0.313,29.39
2418.6,40.31,68.57,12.452,0.978,0.398,29.24
2422.1,40.37,68.52,12.453,1.145,0.523,29.15
2425.7,40.43,68.47,12.442,1.117,0.34,28.89
2429.2,40.49,68.42,12.434,1.575,0.736,29.62
2432.7,40.55,68.38,12.414,1.507,0.733,29.77
2436.3,40.6,68.33,12.419,1.512,0.671,29.25
2439.8,40.66,68.28,12.441,1.534,0.628,29.24
2443.4,40.72,68.23,12.428,1.279,0.551,29.62
2446.9,40.78,68.19,12.476,1.095,0.387,29.51
2450.4,40.84,68.14,12.431,0.708,0.266,29.39
2454.0,40.9,68.09,12.407,1.318,0.523,29.45
2457.5,40.96,68.04,12.412,1.346,0.575,29.46
2461.0,41.02,68.0,12.404,1.562,0.679,29.32
2464.6,41.08,67.95,12.428,1.75,0.876,30.01
2468.1,41.14,67.9,12.415,1.712,0.855,29.41
2471.6,41.19,67.85,12.403,1.647,0.916,29.29
2475.2,41.25,67.81,12.383,1.989,0.956,29.78
2478.7,41.31,67.76,12.36,1.863,1.05,29.47
2482.2,41.37,67.71,12.387,1.838,1.02,29.43
2485.8,41.43,67.66,12.405,1.98,1.092,29.91
2489.3,41.49,67.62,12.346,2.23,1.241,29.57
2492.9,41.55,67.57,12.346,2.191,1.161,29.96
2496.4,41.61,67.52,12.353,2.327,1.176,29.79
2499.9,41.67,67.47,12.375,2.204,1.068,29.41
2503.5,41.72,67.43,12.381,2.277,1.111,29.71
2507.0,41.78,67.38,12.396,1.881,0.919,29.5
2510.5,41.84,67.33,12.372,1.701,0.89,29.45
2514.1,41.9,67.28,12.408,1.913,1.026,29.62
2517.6,41.96,67.24,12.35,1.849,0.916,29.13
2521.1,42.02,67.19,12.36,1.771,0.823,29.54
2524.7,42.08,67.14,12.393,1.474,0.696,29.63
2528.2,42.14,67.09,12.359,1.595,0.689,29.56
2531.8,42.2,67.05,12.367,1.992,0.953,29.48
2535.3,42.25,67.0,12.455,0.744,0.0,29.47
2538.8,42.31,66.95,12.449,0.294,0.0,29.13
2542.4,42.37,66.9,12.394,0.39,0.0,29.22
2545.9,42.43,66.86,12.415,0.787,0.196,29.24
2549.4,42.49,66.81,12.413,0.981,0.287,29.63
2553.0,42.55,66.76,12.376,1.485,0.586,29.89
2556.5,42.61,66.71,12.363,1.554,0.735,29.07
2560.0,42.67,66.67,12.387,1.22,0.409,29.05
2563.6,42.73,66.62,12.381,0.896,0.345,29.2
2567.1,42.79,66.57,12.409,0.782,0.333,29.1
2570.6,42.84,66.52,12.394,0.92,0.295,29.61
2574.2,42.9,66.48,12.397,0.728,0.254,29.17
2577.7,42.96,66.43,12.406,1.385,0.474,29.36
2581.3,43.02,66.38,12.364,1.279,0.603,29.01
2584.8,43.08,66.33,12.385,1.388,0.722,29.43
2588.3,43.14,66.29,12.379,1.368,0.62,29.56
2591.9,43.2,66.24,12.376,1.621,0.702,29.65
2595.4,43.26,66.19,12.327,1.168,0.346,29.07
2598.9,43.32,66.14,12.4,0.628,0.057,29.21
2602.5,43.37,66.09,12.386,0.509,0.0,29.51
2606.0,43.43,66.05,12.399,0.682,0.129,29.52
2609.5,43.49,66.0,12.421,0.275,0.0,29.23
2613.1,43.55,65.95,12.396,0.464,0.0,29.32
2616.6,43.61,65.9,12.451,0.266,0.0,28.8
2620.2,43.67,65.86,12.421,0.465,0.0,28.87
2623.7,43.73,65.81,12.371,0.846,0.149,29.16
2627.2,43.79,65.76,12.427,0.793,0.206,29.01
2630.8,43.85,65.71,12.357,1.063,0.445,28.89
2634.3,43.9,65.66,12.357,1.08,0.434,29.25
2637.8,43.96,65.62,12.403,0.76,0.233,29.44
2641.4,44.02,65.57,12.376,0.593,0.107,29.25
2644.9,44.08,65.52,12.373,0.882,0.279,29.22
2648.4,44.14,65.47,12.372,0.918,0.432,29.44
2652.0,44.2,65.42,12.389,1.013,0.413,29.28
2655.5,44.26,65.38,12.354,0.665,0.235,28.99
2659.0,44.32,65.33,12.34,1.248,0.447,29.48
2662.6,44.38,65.28,12.358,1.308,0.559,29.37
2666.1,44.44,65.23,12.342,1.17,0.511,29.43
2669.7,44.49,65.18,12.341,1.261,0.545,29.36
2673.2,44.55,65.14,12.353,1.228,0.542,29.07
2676.7,44.61,65.09,12.325,1.406,0.618,29.55
2680.3,44.67,65.04,12.332,1.198,0.56,29.1
2683.8,44.73,64.99,12.319,1.221,0.445,29.48
2687.3,44.79,64.94,12.36,1.043,0.495,29.31
2690.9,44.85,64.9,12.345,1.267,0.619,29.26
2694.4,44.91,64.85,12.312,1.542,0.671,29.47
2697.9,44.97,64.8,12.334,1.199,0.445,29.4
2701.5,45.02,64.75,12.328,0.884,0.344,29.21
2705.0,45.08,64.7,12.349,1.148,0.387,29.24
2708.6,45.14,64.66,12.339,0.823,0.134,29.36
2712.1,45.2,64.61,12.366,0.559,0.149,28.92
2715.6,45.26,64.56,12.364,0.656,0.128,28.63
2719.2,45.32,64.51,12.362,0.71,0.195,29.05
2722.7,45.38,64.46,12.418,0.335,0.056,29.17
2726.2,45.44,64.41,12.368,0.52,0.085,29.37
2729.8,45.5,64.37,12.331,0.483,0.0,29.27
2733.3,45.56,64.32,12.37,0.365,0.0,29.25
2736.8,45.61,64.27,12.35,0.842,0.139,29.48
2740.4,45.67,64.22,12.305,0.898,0.303,28.94
2743.9,45.73,64.17,12.337,0.584,0.0,28.84
2747.4,45.79,64.12,12.361,0.372,0.0,28.93
2751.0,45.85,64.08,12.357,0.566,0.034,29.31
2754.5,45.91,64.03,12.301,1.104,0.348,29.18
2758.1,45.97,63.98,12.329,0.878,0.385,29.33
2761.6,46.03,63.93,12.315,1.142,0.505,29.16
2765.1,46.09,63.88,12.31,1.431,0.529,29.47
2768.7,46.14,63.83,12.354,0.754,0.157,29.23
2772.2,46.2,63.79,12.334,0.679,0.189,29.36
2775.7,46.26,63.74,12.341,0.927,0.339,29.29
2779.3,46.32,63.69,12.298,1.054,0.237,29.42
2782.8,46.38,63.64,12.342,0.248,0.0,29.19
2786.3,46.44,63.59,12.336,0.481,0.033,28.77
2789.9,46.5,63.54,12.309,0.618,0.171,29.35
2793.4,46.56,63.49,12.332,0.443,0.121,29.51
2797.0,46.62,63.44,12.315,0.868,0.165,28.97
2800.5,46.67,63.4,12.335,0.762,0.278,29.1
2804.0,46.73,63.35,12.322,0.728,0.139,29.56
2807.6,46.79,63.3,12.313,0.945,0.406,29.15
2811.1,46.85,63.25,12.324,0.751,0.343,29.28
2814.6,46.91,63.2,12.281,0.808,0.438,29.14
2818.2,46.97,63.15,12.292,1.03,0.345,29.33
2821.7,47.03,63.1,12.306,1.086,0.317,29.33
2825.2,47.09,63.05,12.304,1.043,0.381,28.96
2828.8,47.15,63.01,12.311,0.924,0.323,29.09
2832.3,47.21,62.96,12.316,0.572,0.141,29.25
2835.8,47.26,62.91,12.318,0.642,0.173,28.91
2839.4,47.32,62.86,12.301,0.662,0.16,29.18
2842.9,47.38,62.81,12.275,0.412,0.098,28.76
2846.5,47.44,62.76,12.325,0.573,0.0,29.26
2850.0,47.5,62.71,12.305,0.876,0.227,29.32
2853.5,47.56,62.66,12.254,1.182,0.412,29.27
2857.1,47.62,62.61,12.289,0.729,0.0,29.28
2860.6,47.68,62.57,12.287,0.55,0.018,29.85
2864.1,47.74,62.52,12.339,0.291,0.0,28.92
2867.7,47.79,62.47,12.283,0.528,0.111,28.92
2871.2,47.85,62.42,12.302,0.742,0.229,28.82
2874.7,47.91,62.37,12.232,1.475,0.549,29.41
2878.3,47.97,62.32,12.296,1.125,0.57,29.75
2881.8,48.03,62.27,12.26,1.436,0.667,29.25
2885.3,48.09,62.22,12.26,1.205,0.564,29.36
2888.9,48.15,62.17,12.227,1.338,0.549,29.63
2892.4,48.21,62.12,12.254,1.647,0.863,29.53
2896.0,48.27,62.07,12.238,1.481,0.625,29.26
2899.5,48.32,62.02,12.229,1.123,0.351,29.12
2903.0,48.38,61.98,12.265,0.961,0.324,29.21
2906.6,48.44,61.93,12.26,1.268,0.527,29.25
2910.1,48.5,61.88,12.247,1.436,0.585,29.15
2913.6,48.56,61.83,12.243,1.449,0.768,29.41
2917.2,48.62,61.78,12.242,1.416,0.655,29.45
2920.7,48.68,61.73,12.226,1.564,0.74,29.62
2924.2,48.74,61.68,12.209,2.098,0.997,30.08
2927.8,48.8,61.63,12.172,2.225,1.185,29.55
2931.3,48.86,61.58,12.164,2.053,0.96,29.94
2934.9,48.91,61.53,12.203,1.747,0.917,29.9
2938.4,48.97,61.48,12.186,2.084,1.082,29.7
2941.9,49.03,61.43,12.173,1.955,1.075,29.37
2945.5,49.09,61.38,12.199,1.723,0.854,29.36
2949.0,49.15,61.33,12.148,2.082,0.965,29.59
2952.5,49.21,61.28,12.194,1.663,0.584,29.95
2956.1,49.27,61.23,12.242,1.214,0.536,29.5
2959.6,49.33,61.18,12.214,1.08,0.527,29.35
2963.1,49.39,61.13,12.221,1.152,0.445,29.22
2966.7,49.44,61.08,12.236,1.212,0.501,29.3
2970.2,49.5,61.03,12.234,1.469,0.671,29.85
2973.7,49.56,60.98,12.222,1.35,0.586,29.35
2977.3,49.62,60.93,12.177,1.408,0.629,29.6
2980.8,49.68,60.88,12.221,1.091,0.542,29.09
2984.4,49.74,60.84,12.22,1.556,0.74,29.72
2987.9,49.8,60.79,12.202,1.257,0.598,29.58
2991.4,49.86,60.74,12.22,1.28,0.527,29.31
2995.0,49.92,60.69,12.205,1.44,0.527,29.18
2998.5,49.98,60.64,12.191,0.97,0.297,29.36
3002.0,50.03,60.59,12.233,0.572,0.286,29.12
3005.6,50.09,60.54,12.206,0.919,0.31,29.07
3009.1,50.15,60.49,12.228,0.767,0.283,29.22
3012.6,50.21,60.44,12.225,1.056,0.35,29.84
3016.2,50.27,60.39,12.225,0.799,0.157,29.24
3019.7,50.33,60.34,12.225,1.089,0.351,29.12
3023.3,50.39,60.29,12.215,0.452,0.0,29.32
3026.8,50.45,60.24,12.237,0.208,0.0,28.74
3030.3,50.51,60.18,12.243,0.358,0.0,29.21
3033.9,50.56,60.13,12.266,0.27,0.0,29.24
3037.4,50.62,60.08,12.22,0.517,0.0,29.19
3040.9,50.68,60.03,12.244,0.489,0.0,29.17
3044.5,50.74,59.98,12.205,0.529,0.089,28.98
3048.0,50.8,59.93,12.224,0.919,0.264,28.75
3051.5,50.86,59.88,12.253,0.754,0.228,29.46
3055.1,50.92,59.83,12.219,0.605,0.029,29.11
3058.6,50.98,59.78,12.241,0.324,0.0,29.24
3062.1,51.04,59.73,12.252,0.441,0.0,29.36
3065.7,51.09,59.68,12.258,0.277,0.0,29.16
3069.2,51.15,59.63,12.244,0.195,0.0,29.11
3072.8,51.21,59.58,12.282,0.24,0.013,28.8
3076.3,51.27,59.53,12.238,0.377,0.0,29.07
3079.8,51.33,59.48,12.205,0.772,0.167,29.15
3083.4,51.39,59.43,12.202,0.919,0.375,29.21
3086.9,51.45,59.38,12.183,1.168,0.511,29.95
3090.4,51.51,59.33,12.176,1.221,0.452,29.08
3094.0,51.57,59.28,12.149,1.575,0.713,29.74
3097.5,51.63,59.23,12.202,1.245,0.523,29.34
3101.0,51.68,59.18,12.185,0.94,0.406,29.08
3104.6,51.74,59.13,12.183,1.017,0.252,29.24
3108.1,51.8,59.07,12.18,0.851,0.36,29.05
3111.7,51.86,59.02,12.171,1.18,0.463,29.32
3115.2,51.92,58.97,12.134,1.657,0.603,29.07
3118.7,51.98,58.92,12.205,0.582,0.0,28.98
3122.3,52.04,58.87,12.199,0.434,0.004,29.22
3125.8,52.1,58.82,12.186,0.589,0.166,28.9
3129.3,52.16,58.77,12.179,0.534,0.067,29.04
3132.9,52.21,58.72,12.17,0.951,0.333,29.49
3136.4,52.27,58.67,12.176,0.524,0.0,29.38
3139.9,52.33,58.62,12.214,0.34,0.0,29.1
3143.5,52.39,58.57,12.163,0.897,0.195,29.25
3147.0,52.45,58.52,12.149,1.04,0.356,29.07
3150.5,52.51,58.46,12.19,0.571,0.22,29.2
3154.1,52.57,58.41,12.186,0.738,0.297,29.54
3157.6,52.63,58.36,12.161,0.916,0.32,29.35
3161.2,52.69,58.31,12.131,0.761,0.152,29.23
3164.7,52.74,58.26,12.166,0.508,0.0,28.75
3168.2,52.8,58.21,12.162,0.529,0.055,29.05
3171.8,52.86,58.16,12.162,0.631,0.122,29.14
3175.3,52.92,58.11,12.135,1.232,0.365,29.47
3178.8,52.98,58.06,12.145,1.181,0.514,29.32
3182.4,53.04,58.0,12.138,1.107,0.409,29.4
3185.9,53.1,57.95,12.15,1.043,0.437,29.14
3189.4,53.16,57.9,12.134,1.44,0.618,29.73
3193.0,53.22,57.85,12.123,1.407,0.634,29.31
3196.5,53.28,57.8,12.13,1.604,0.631,29.31
3200.1,53.33,57.75,12.13,1.351,0.679,29.62
3203.6,53.39,57.7,12.086,1.52,0.683,29.51
3207.1,53.45,57.64,12.126,1.657,0.771,29.6
3210.7,53.51,57.59,12.133,1.564,0.727,29.77
3214.2,53.57,57.54,12.097,1.653,0.83,29.62
3217.7,53.63,57.49,12.142,1.388,0.613,29.09
3221.3,53.69,57.44,12.091,1.319,0.601,29.56
3224.8,53.75,57.39,12.115,1.453,0.647,29.02
3228.3,53.81,57.34,12.073,1.713,0.709,29.79
3231.9,53.86,57.28,12.115,1.169,0.402,29.45
3235.4,53.92,57.23,12.106,0.937,0.429,29.56
3238.9,53.98,57.18,12.144,0.712,0.324,29.34
3242.5,54.04,57.13,12.105,1.01,0.354,29.34
3246.0,54.1,57.08,12.13,1.225,0.557,29.69
3249.6,54.16,57.03,12.102,1.031,0.377,29.08
3253.1,54.22,56.97,12.117,1.179,0.495,29.21
3256.6,54.28,56.92,12.092,1.084,0.513,29.28
3260.2,54.34,56.87,12.081,1.236,0.587,29.53
3263.7,54.39,56.82,12.108,1.116,0.422,29.87
3267.2,54.45,56.77,12.149,0.805,0.245,28.9
3270.8,54.51,56.72,12.149,0.391,0.0,29.35
3274.3,54.57,56.66,12.133,0.444,0.0,29.05
3277.8,54.63,56.61,12.114,0.662,0.206,29.28
3281.4,54.69,56.56,12.154,0.64,0.107,29.06
3284.9,54.75,56.51,12.111,0.454,0.001,29.01
3288.5,54.81,56.46,12.136,0.402,0.0,28.98
3292.0,54.87,56.4,12.167,0.365,0.0,29.19
3295.5,54.93,56.35,12.115,0.311,0.011,29.24
3299.1,54.98,56.3,12.145,0.244,0.0,28.95
3302.6,55.04,56.25,12.106,0.497,0.027,28.96
3306.1,55.1,56.2,12.133,0.454,0.042,28.93
3309.7,55.16,56.14,12.147,0.449,0.0,28.75
3313.2,55.22,56.09,12.177,0.278,0.0,29.01
3316.7,55.28,56.04,12.148,0.354,0.0,29.17
3320.3,55.34,55.99,12.137,0.218,0.0,29.19
3323.8,55.4,55.94,12.112,0.458,0.047,29.16
3327.3,55.46,55.88,12.109,0.313,0.026,29.3
3330.9,55.51,55.83,12.095,0.256,0.0,29.13
3334.4,55.57,55.78,12.138,0.37,0.0,29.42
3338.0,55.63,55.73,12.073,0.447,0.066,29.8
3341.5,55.69,55.67,12.119,0.532,0.088,29.14
3345.0,55.75,55.62,12.1,0.661,0.225,29.87
3348.6,55.81,55.57,12.123,0.71,0.159,28.96
3352.1,55.87,55.52,12.073,0.937,0.328,29.56
3355.6,55.93,55.47,12.103,0.736,0.191,29.04
3359.2,55.99,55.41,12.077,1.255,0.451,29.61
3362.7,56.05,55.36,12.067,1.254,0.559,29.02
3366.2,56.1,55.31,12.035,1.528,0.626,29.31
3369.8,56.16,55.26,12.042,1.453,0.54,29.29
3373.3,56.22,55.2,12.038,0.936,0.312,29.2
3376.8,56.28,55.15,12.081,0.859,0.284,29.14
3380.4,56.34,55.1,12.092,0.598,0.242,29.12
3383.9,56.4,55.05,12.062,0.662,0.232,29.69
3387.5,56.46,54.99,12.058,1.105,0.367,29.07
3391.0,56.52,54.94,12.052,1.351,0.477,29.26
3394.5,56.58,54.89,12.035,1.411,0.569,29.58
3398.1,56.63,54.84,12.004,1.328,0.555,29.79
3401.6,56.69,54.78,12.085,0.934,0.231,29.18
3405.1,56.75,54.73,12.074,0.458,0.083,29.09
3408.7,56.81,54.68,12.053,1.026,0.382,29.16
3412.2,56.87,54.63,12.013,1.12,0.349,29.02
3415.7,56.93,54.57,11.995,1.44,0.586,29.95
3419.3,56.99,54.52,12.004,1.582,0.769,29.6
3422.8,57.05,54.47,12.002,1.647,0.841,29.47
3426.4,57.11,54.42,12.01,1.507,0.804,29.42
