timestamp,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
2097616,75.2,12.506,3.108,1.573,30.83
2101160,75.16,12.529,3.014,1.536,30.66
2104703,75.11,12.543,2.849,1.482,30.62
2108246,75.06,12.512,2.767,1.342,30.6
2111789,75.02,12.527,2.763,1.359,30.61
2115333,74.97,12.465,3.427,1.619,30.65
2118876,74.92,12.476,3.501,1.929,31.24
2122419,74.87,12.536,3.529,1.737,31.09
2125962,74.83,12.495,3.313,1.551,31.13
2129506,74.78,12.535,2.515,1.331,30.59
2133049,74.73,12.502,2.979,1.419,30.89
2136592,74.69,12.484,3.103,1.514,30.9
2140136,74.64,12.463,3.258,1.679,31.16
2143679,74.59,12.493,3.203,1.715,31.07
2147222,74.54,12.471,3.488,1.785,31.08
2150765,74.5,12.509,3.275,1.687,30.8
2154309,74.45,12.456,3.33,1.717,30.71
2157852,74.4,12.495,3.187,1.656,30.75
2161395,74.35,12.512,3.116,1.641,30.76
2164938,74.31,12.451,3.278,1.589,30.84
2168482,74.26,12.524,2.691,1.35,30.49
2172025,74.21,12.483,2.782,1.371,31.11
2175568,74.17,12.517,2.735,1.408,30.82
2179112,74.12,12.513,3.025,1.586,30.46
2182655,74.07,12.502,2.805,1.497,30.57
2186198,74.02,12.478,3.259,1.624,30.68
2189741,73.98,12.48,2.955,1.585,30.9
2193285,73.93,12.493,2.958,1.542,31.07
2196828,73.88,12.504,2.975,1.45,30.66
2200371,73.84,12.501,2.662,1.342,30.88
2203914,73.79,12.472,3.136,1.472,30.86
2207458,73.74,12.477,3.156,1.552,31.16
2211001,73.69,12.49,3.024,1.521,31.16
2214544,73.65,12.453,2.993,1.476,30.94
2218088,73.6,12.502,2.584,1.372,30.88
2221631,73.55,12.451,3.226,1.551,30.96
2225174,73.5,12.432,3.821,1.929,31.1
2228717,73.46,12.448,3.669,1.945,30.88
2232261,73.41,12.445,3.513,1.883,31.14
2235804,73.36,12.465,3.409,1.822,31.02
2239347,73.32,12.429,3.392,1.823,30.95
2242890,73.27,12.424,3.607,1.809,31.09
2246434,73.22,12.432,3.304,1.641,30.97
2249977,73.17,12.464,3.009,1.572,30.69
2253520,73.13,12.446,3.306,1.664,30.9
2257064,73.08,12.419,3.647,1.84,31.36
2260607,73.03,12.398,3.722,1.931,31.11
2264150,72.98,12.401,3.94,2.099,31.52
2267693,72.94,12.412,3.634,1.855,30.9
2271237,72.89,12.442,3.384,1.622,30.77
2274780,72.84,12.449,3.02,1.445,30.95
2278323,72.8,12.484,2.78,1.369,31.0
2281866,72.75,12.477,2.63,1.308,30.66
2285410,72.7,12.433,2.814,1.405,30.98
2288953,72.65,12.445,3.022,1.394,31.12
2292496,72.61,12.405,3.347,1.67,31.26
2296040,72.56,12.457,3.067,1.651,30.93
2299583,72.51,12.457,3.157,1.692,30.97
2303126,72.46,12.431,3.198,1.631,30.67
2306669,72.42,12.43,3.304,1.653,31.05
2310213,72.37,12.391,3.45,1.743,31.15
2313756,72.32,12.376,3.473,1.793,31.39
2317299,72.27,12.404,3.423,1.762,30.83
2320842,72.23,12.427,3.095,1.679,30.8
2324386,72.18,12.394,3.3,1.755,30.85
2327929,72.13,12.419,3.261,1.717,31.22
2331472,72.08,12.387,3.829,1.992,30.73
2335016,72.04,12.391,3.832,1.94,31.02
2338559,71.99,12.454,2.99,1.468,31.37
2342102,71.94,12.419,3.352,1.69,31.21
2345645,71.89,12.41,3.177,1.726,30.75
2349189,71.85,12.416,3.176,1.612,31.01
2352732,71.8,12.396,3.619,1.778,31.35
2356275,71.75,12.362,3.732,1.955,31.33
2359818,71.7,12.376,4.085,2.08,31.3
2363362,71.66,12.344,4.483,2.296,31.33
2366905,71.61,12.328,4.438,2.398,31.64
2370448,71.56,12.322,4.417,2.235,31.47
2373991,71.51,12.413,4.019,2.031,31.49
2377535,71.47,12.389,3.634,1.866,31.28
2381078,71.42,12.382,3.743,1.976,31.14
2384621,71.37,12.411,3.468,1.83,31.44
2388165,71.32,12.383,3.693,1.941,31.12
2391708,71.28,12.378,3.556,1.837,31.27
2395251,71.23,12.381,3.623,1.899,31.08
2398794,71.18,12.369,3.373,1.791,31.07
2402338,71.13,12.382,3.558,1.875,31.14
2405881,71.09,12.341,3.635,1.939,31.08
2409424,71.04,12.373,3.592,1.908,31.25
2412967,70.99,12.353,3.928,2.017,31.59
2416511,70.94,12.313,4.032,2.152,31.74
2420054,70.9,12.382,3.755,1.997,31.56
2423597,70.85,12.317,4.014,2.121,31.32
2427141,70.8,12.348,4.046,2.105,31.67
2430684,70.75,12.332,3.893,1.93,31.41
2434227,70.71,12.355,3.693,1.847,31.62
2437770,70.66,12.358,3.375,1.727,30.89
2441314,70.61,12.411,3.273,1.602,31.41
2444857,70.56,12.406,2.962,1.422,30.88
2448400,70.52,12.444,2.495,1.199,31.08
2451943,70.47,12.431,2.436,1.214,30.73
2455487,70.42,12.439,2.261,1.121,30.95
2459030,70.37,12.402,2.712,1.312,30.87
2462573,70.32,12.386,2.845,1.554,30.59
2466117,70.28,12.402,2.778,1.393,30.76
2469660,70.23,12.356,3.406,1.638,31.13
2473203,70.18,12.358,3.266,1.725,31.13
2476746,70.13,12.352,3.026,1.537,30.59
2480290,70.09,12.352,3.291,1.676,30.9
2483833,70.04,12.352,3.49,1.759,31.06
2487376,69.99,12.327,3.605,1.911,31.21
2490919,69.94,12.354,3.344,1.633,31.21
2494463,69.89,12.368,2.964,1.48,30.87
2498006,69.85,12.372,2.657,1.437,30.62
2501549,69.8,12.367,2.739,1.39,31.02
2505093,69.75,12.358,2.905,1.456,30.95
2508636,69.7,12.361,2.96,1.556,31.22
2512179,69.65,12.329,3.477,1.745,31.12
2515722,69.61,12.353,3.393,1.759,31.33
2519266,69.56,12.327,3.253,1.642,30.97
2522809,69.51,12.321,3.082,1.58,31.15
2526352,69.46,12.346,3.332,1.677,31.2
2529895,69.42,12.314,3.557,1.882,31.35
2533439,69.37,12.32,3.514,1.845,31.06
2536982,69.32,12.368,3.383,1.766,31.18
2540525,69.27,12.315,3.965,1.964,31.24
2544069,69.22,12.302,3.926,1.961,31.37
2547612,69.18,12.302,4.002,2.148,31.55
2551155,69.13,12.295,3.876,2.032,31.99
2554698,69.08,12.315,3.736,1.959,31.35
2558242,69.03,12.287,3.776,1.972,31.5
2561785,68.98,12.295,3.587,1.9,31.32
2565328,68.93,12.304,3.484,1.858,31.49
2568871,68.89,12.326,3.625,1.8,31.4
2572415,68.84,12.305,3.946,1.98,31.63
2575958,68.79,12.278,3.814,2.073,31.45
2579501,68.74,12.306,3.782,2.094,31.85
2583045,68.69,12.276,3.906,2.094,31.69
2586588,68.65,12.3,3.807,1.979,31.04
2590131,68.6,12.281,3.734,1.953,31.42
2593674,68.55,12.297,3.771,2.023,31.39
2597218,68.5,12.285,3.673,1.933,30.9
2600761,68.45,12.3,3.357,1.725,31.06
2604304,68.41,12.288,3.599,1.824,31.23
2607847,68.36,12.287,3.643,1.914,31.19
2611391,68.31,12.279,3.56,1.899,31.34
2614934,68.26,12.254,3.755,1.953,31.02
2618477,68.21,12.291,3.903,1.975,31.59
2622021,68.16,12.31,3.022,1.587,31.29
2625564,68.12,12.247,3.688,1.862,31.44
2629107,68.07,12.248,3.536,1.891,31.25
2632650,68.02,12.22,3.834,1.997,31.42
2636194,67.97,12.263,3.656,1.921,31.27
2639737,67.92,12.288,3.728,2.008,31.62
2643280,67.87,12.25,3.573,1.84,31.44
2646823,67.83,12.26,3.713,1.862,31.79
2650367,67.78,12.237,3.679,2.028,31.3
2653910,67.73,12.279,3.724,1.955,31.69
2657453,67.68,12.242,4.12,2.143,31.42
2660996,67.63,12.269,3.643,1.956,31.34
2664540,67.58,12.277,3.737,1.978,31.2
2668083,67.53,12.281,3.725,2.028,31.51
2671626,67.49,12.273,3.683,1.905,31.38
2675170,67.44,12.266,3.363,1.842,31.41
2678713,67.39,12.26,3.239,1.774,31.54
2682256,67.34,12.25,3.456,1.84,31.31
2685799,67.29,12.245,3.33,1.733,31.35
2689343,67.24,12.289,3.498,1.793,31.52
2692886,67.19,12.247,3.652,1.865,31.38
2696429,67.15,12.268,3.368,1.61,31.19
2699972,67.1,12.287,3.041,1.513,31.26
2703516,67.05,12.317,2.987,1.49,31.27
2707059,67.0,12.273,3.041,1.6,31.35
2710602,66.95,12.293,3.128,1.581,31.39
2714146,66.9,12.279,3.105,1.409,31.08
2717689,66.85,12.284,2.892,1.373,31.23
2721232,66.81,12.265,2.722,1.35,31.33
2724775,66.76,12.303,2.803,1.347,31.02
2728319,66.71,12.25,3.221,1.545,31.34
2731862,66.66,12.255,3.193,1.656,31.13
2735405,66.61,12.272,3.06,1.431,31.25
2738948,66.56,12.279,2.888,1.427,31.5
2742492,66.51,12.257,3.492,1.693,31.4
2746035,66.46,12.199,3.977,1.921,31.35
2749578,66.41,12.223,3.768,2.044,31.54
2753122,66.37,12.207,4.04,2.119,31.61
2756665,66.32,12.206,3.97,2.157,31.77
2760208,66.27,12.225,3.788,1.953,31.21
2763751,66.22,12.221,3.592,1.846,31.23
2767295,66.17,12.259,3.315,1.746,31.31
2770838,66.12,12.221,3.429,1.796,31.05
2774381,66.07,12.216,3.304,1.77,31.55
2777924,66.02,12.228,3.438,1.783,30.97
2781468,65.97,12.242,3.5,1.891,31.23
2785011,65.92,12.217,3.457,1.839,31.09
2788554,65.88,12.208,3.547,1.916,31.28
2792098,65.83,12.192,3.874,1.933,31.69
2795641,65.78,12.183,4.12,2.258,31.74
2799184,65.73,12.183,4.013,1.998,31.77
2802727,65.68,12.213,3.619,1.87,31.57
2806271,65.63,12.196,3.355,1.771,30.95
2809814,65.58,12.23,3.585,1.833,31.5
2813357,65.53,12.221,3.474,1.821,31.04
2816900,65.48,12.21,3.266,1.795,31.23
2820444,65.43,12.231,3.461,1.791,31.33
2823987,65.38,12.232,3.192,1.741,31.2
2827530,65.33,12.203,3.919,1.999,31.67
2831074,65.29,12.17,3.753,2.018,31.35
2834617,65.24,12.216,3.687,2.01,31.84
2838160,65.19,12.174,3.95,2.077,31.71
2841703,65.14,12.138,3.993,2.13,31.84
2845247,65.09,12.186,3.894,1.987,31.72
2848790,65.04,12.165,3.936,2.11,31.77
2852333,64.99,12.16,3.815,1.923,31.54
2855876,64.94,12.165,3.92,2.028,31.98
2859420,64.89,12.16,3.526,1.895,31.24
2862963,64.84,12.182,3.797,2.038,31.64
2866506,64.79,12.162,3.891,1.983,31.58
2870050,64.74,12.173,3.672,1.917,31.46
2873593,64.69,12.206,3.528,1.844,31.52
2877136,64.64,12.182,3.56,1.857,31.32
2880679,64.59,12.189,3.239,1.707,31.54
2884223,64.54,12.183,3.232,1.702,31.52
2887766,64.49,12.19,3.319,1.744,31.42
2891309,64.44,12.227,2.976,1.551,31.43
2894852,64.39,12.2,2.967,1.538,31.07
2898396,64.34,12.176,3.238,1.602,31.01
2901939,64.3,12.203,3.256,1.585,31.27
2905482,64.25,12.184,3.336,1.759,31.37
2909026,64.2,12.194,3.116,1.592,31.84
2912569,64.15,12.209,3.394,1.663,31.39
2916112,64.1,12.134,3.762,1.916,31.78
2919655,64.05,12.174,3.438,1.754,31.63
2923199,64.0,12.149,3.314,1.764,31.84
2926742,63.95,12.165,3.416,1.764,31.48
2930285,63.9,12.19,3.201,1.582,31.51
2933828,63.85,12.188,3.344,1.632,31.39
2937372,63.8,12.168,3.044,1.554,31.16
2940915,63.75,12.218,2.722,1.442,31.02
2944458,63.7,12.21,2.821,1.395,31.1
2948002,63.65,12.202,2.692,1.375,31.5
2951545,63.6,12.232,2.837,1.418,31.32
2955088,63.55,12.207,2.601,1.25,31.15
2958631,63.5,12.183,2.738,1.363,31.24
2962175,63.45,12.207,2.646,1.372,31.09
2965718,63.4,12.163,2.778,1.494,31.25
2969261,63.35,12.211,2.829,1.458,31.27
2972804,63.3,12.197,2.891,1.506,31.43
2976348,63.25,12.16,3.131,1.595,31.57
2979891,63.2,12.183,2.982,1.596,31.01
2983434,63.15,12.18,2.98,1.553,31.38
2986977,63.1,12.206,2.886,1.559,31.58
2990521,63.05,12.159,2.986,1.561,31.14
2994064,63.0,12.151,2.924,1.534,31.27
2997607,62.95,12.125,3.15,1.568,31.44
3001151,62.9,12.135,3.401,1.696,31.71
3004694,62.85,12.126,3.196,1.682,31.54
3008237,62.8,12.146,3.19,1.691,31.38
3011780,62.74,12.133,3.544,1.75,31.65
3015324,62.69,12.119,3.532,1.81,31.76
3018867,62.64,12.121,3.342,1.606,31.56
3022410,62.59,12.181,2.86,1.42,31.69
3025953,62.54,12.139,3.177,1.517,31.51
3029497,62.49,12.133,3.368,1.664,31.29
3033040,62.44,12.145,3.335,1.716,31.33
3036583,62.39,12.106,3.376,1.693,31.48
3040127,62.34,12.092,3.68,1.878,31.57
3043670,62.29,12.131,3.888,2.069,31.81
3047213,62.24,12.096,3.772,2.008,31.72
3050756,62.19,12.077,3.822,2.034,32.01
3054300,62.14,12.083,3.905,2.024,31.86
3057843,62.09,12.045,4.438,2.243,32.19
3061386,62.04,12.025,4.574,2.483,31.79
3064929,61.99,12.057,4.222,2.236,31.73
3068473,61.94,12.068,4.114,2.289,31.92
3072016,61.89,12.06,4.235,2.245,31.85
3075559,61.84,12.058,4.38,2.296,32.01
3079103,61.78,12.049,3.915,2.095,31.77
3082646,61.73,12.038,4.141,2.159,31.68
3086189,61.68,12.065,4.258,2.245,32.19
3089732,61.63,12.06,3.992,2.047,31.98
3093276,61.58,12.109,3.584,1.957,31.3
3096819,61.53,12.089,3.658,1.947,31.52
3100362,61.48,12.07,3.5,1.781,31.59
3103905,61.43,12.109,3.327,1.633,31.67
3107449,61.38,12.096,3.13,1.647,31.45
3110992,61.33,12.105,3.272,1.725,31.24
3114535,61.28,12.122,3.222,1.682,31.67
3118079,61.23,12.151,2.929,1.536,31.36
3121622,61.17,12.093,3.309,1.667,31.77
3125165,61.12,12.113,3.16,1.717,31.55
3128708,61.07,12.105,3.166,1.776,31.69
3132252,61.02,12.099,3.369,1.67,31.73
3135795,60.97,12.064,3.063,1.54,31.63
3139338,60.92,12.102,2.951,1.5,31.32
3142881,60.87,12.12,2.802,1.355,31.58
3146425,60.82,12.122,2.792,1.366,31.41
3149968,60.77,12.126,2.395,1.274,30.98
3153511,60.71,12.14,2.543,1.275,31.21
3157055,60.66,12.127,2.808,1.346,31.31
3160598,60.61,12.11,2.794,1.427,31.47
3164141,60.56,12.092,2.989,1.481,31.59
3167684,60.51,12.065,3.382,1.698,31.37
3171228,60.46,12.09,3.072,1.611,31.63
3174771,60.41,12.1,3.14,1.685,31.49
3178314,60.36,12.111,3.025,1.57,31.26
3181857,60.3,12.083,2.951,1.571,31.61
3185401,60.25,12.074,2.963,1.501,31.3
3188944,60.2,12.081,2.861,1.536,31.18
3192487,60.15,12.104,2.905,1.429,31.59
3196031,60.1,12.098,2.776,1.448,31.57
3199574,60.05,12.067,3.289,1.606,31.44
3203117,60.0,12.052,3.564,1.825,31.88
3206660,59.94,12.032,3.843,2.025,31.97
3210204,59.89,12.026,3.801,1.968,31.66
3213747,59.84,11.999,3.981,2.073,32.23
3217290,59.79,12.013,3.832,1.932,31.76
3220833,59.74,12.037,3.598,1.9,31.74
3224377,59.69,12.032,3.731,1.982,31.27
3227920,59.64,12.018,3.731,1.909,31.87
3231463,59.58,12.035,3.409,1.765,31.51
3235007,59.53,12.054,3.535,1.888,31.77
3238550,59.48,12.02,3.61,1.749,31.37
3242093,59.43,12.062,3.051,1.522,31.75
3245636,59.38,12.045,3.169,1.586,31.85
3249180,59.33,12.039,3.117,1.584,31.92
3252723,59.27,12.033,3.025,1.516,30.93
3256266,59.22,12.056,2.856,1.501,31.58
3259809,59.17,12.05,2.869,1.488,31.53
3263353,59.12,12.08,2.767,1.456,30.83
3266896,59.07,12.028,3.1,1.574,31.4
3270439,59.02,12.035,3.141,1.638,31.55
3273982,58.96,12.048,3.172,1.616,31.86
3277526,58.91,12.038,3.117,1.619,31.4
3281069,58.86,12.006,3.773,1.831,31.84
3284612,58.81,12.035,3.364,1.716,31.64
3288156,58.76,12.002,3.241,1.634,31.69
3291699,58.7,12.007,3.455,1.744,31.61
3295242,58.65,12.014,3.175,1.742,31.77
3298785,58.6,12.027,3.515,1.867,31.91
3302329,58.55,12.007,3.457,1.717,31.43
3305872,58.5,12.035,3.127,1.734,31.81
3309415,58.44,12.035,3.405,1.669,31.54
3312958,58.39,12.038,2.801,1.446,31.42
3316502,58.34,12.034,2.944,1.545,31.75
3320045,58.29,12.042,2.883,1.434,31.53
3323588,58.24,12.047,2.594,1.402,31.52
3327132,58.18,12.051,2.894,1.456,31.67
3330675,58.13,12.041,2.919,1.501,31.65
3334218,58.08,12.036,3.032,1.586,31.46
3337761,58.03,12.015,3.105,1.412,31.41
3341305,57.97,12.042,2.534,1.039,31.54
3344848,57.92,12.043,2.487,1.16,31.54
3348391,57.87,12.034,2.615,1.293,31.5
3351934,57.82,12.023,2.447,1.203,31.34
3355478,57.77,12.025,2.888,1.398,31.7
3359021,57.71,12.017,3.125,1.605,31.61
3362564,57.66,12.013,2.956,1.448,31.29
3366108,57.61,11.983,3.301,1.65,31.74
3369651,57.56,11.986,3.359,1.691,31.81
3373194,57.5,11.987,3.363,1.77,31.86
3376737,57.45,11.973,3.601,1.735,31.62
3380281,57.4,12.026,3.063,1.585,31.46
3383824,57.35,11.994,2.891,1.456,31.62
3387367,57.29,12.003,3.033,1.548,31.51
3390910,57.24,12.01,2.97,1.436,31.57
3394454,57.19,12.029,2.479,1.257,31.6
3397997,57.14,12.023,2.477,1.283,31.49
3401540,57.08,12.0,2.623,1.327,31.83
3405084,57.03,12.003,2.667,1.352,31.55
3408627,56.98,12.031,2.491,1.304,31.77
3412170,56.93,12.035,2.601,1.31,31.68
3415713,56.87,11.969,3.128,1.509,32.16
3419257,56.82,11.973,3.333,1.62,31.73
3422800,56.77,11.959,3.547,1.779,31.79
3426343,56.72,11.947,3.848,2.019,32.18
3429886,56.66,11.937,3.801,2.005,31.8
3433430,56.61,11.937,3.813,1.829,31.82
3436973,56.56,11.966,3.418,1.718,31.82
3440516,56.51,11.949,3.15,1.626,31.76
3444060,56.45,11.937,3.642,1.797,31.58
3447603,56.4,11.891,3.917,1.916,32.01
3451146,56.35,11.887,3.902,2.031,31.89
3454689,56.3,11.924,3.557,1.93,31.83
3458233,56.24,11.884,4.019,2.11,32.03
3461776,56.19,11.917,3.954,2.097,31.94
3465319,56.14,11.931,3.825,1.975,32.15
3468862,56.08,11.938,3.361,1.83,31.87
3472406,56.03,11.91,3.829,1.978,31.9
3475949,55.98,11.899,3.97,2.104,32.01
3479492,55.93,11.878,4.286,2.222,32.31
3483036,55.87,11.918,3.702,1.859,32.06
3486579,55.82,11.933,3.478,1.873,32.08
3490122,55.77,11.912,3.6,1.967,31.84
3493665,55.71,11.913,3.462,1.788,31.85
3497209,55.66,11.912,3.531,1.76,32.25
3500752,55.61,11.9,4.035,2.043,32.02
3504295,55.56,11.885,3.953,2.077,32.34
3507838,55.5,11.939,3.502,1.896,32.02
3511382,55.45,11.925,3.268,1.72,31.68
3514925,55.4,11.935,3.492,1.829,31.57
3518468,55.34,11.891,3.543,1.892,32.0
3522012,55.29,11.906,3.399,1.817,31.68
3525555,55.24,11.902,3.735,2.003,31.8
3529098,55.18,11.911,3.556,1.851,31.54
3532641,55.13,11.894,3.664,1.79,32.16
3536185,55.08,11.92,3.758,1.952,31.98
3539728,55.03,11.901,3.551,1.857,31.89
3543271,54.97,11.906,3.494,1.838,31.95
3546814,54.92,11.883,3.632,1.903,31.97
3550358,54.87,11.927,3.437,1.731,31.87
3553901,54.81,11.931,3.15,1.662,31.86
3557444,54.76,11.912,3.328,1.712,31.77
3560987,54.71,11.865,3.557,1.795,31.39
3564531,54.65,11.888,3.652,1.852,32.08
3568074,54.6,11.894,3.316,1.632,31.91
3571617,54.55,11.915,3.163,1.543,31.78
3575161,54.49,11.935,2.938,1.476,32.01
3578704,54.44,11.921,2.73,1.426,31.35
3582247,54.39,11.94,2.622,1.407,31.01
3585790,54.33,11.938,2.803,1.467,31.95
3589334,54.28,11.924,2.824,1.44,31.75
3592877,54.23,11.916,2.804,1.405,31.33
3596420,54.17,11.899,2.878,1.375,31.61
3599963,54.12,11.886,3.162,1.602,31.91
3603507,54.07,11.876,3.154,1.625,31.55
3607050,54.02,11.928,2.835,1.402,31.79
3610593,53.96,11.887,3.264,1.548,32.25
3614137,53.91,11.857,3.41,1.751,32.16
3617680,53.86,11.873,3.428,1.775,31.89
3621223,53.8,11.852,3.43,1.686,31.96
3624766,53.75,11.797,3.821,1.969,31.84
3628310,53.7,11.876,3.603,1.871,31.99
3631853,53.64,11.885,3.408,1.822,31.83
3635396,53.59,11.851,3.292,1.634,31.66
3638939,53.53,11.85,3.465,1.713,31.65
3642483,53.48,11.851,3.66,1.915,32.37
3646026,53.43,11.849,3.518,1.799,31.96
3649569,53.37,11.865,3.109,1.643,31.6
3653113,53.32,11.862,3.215,1.673,31.75
3656656,53.27,11.875,3.037,1.585,32.07
3660199,53.21,11.852,3.326,1.679,32.2
3663742,53.16,11.875,3.097,1.652,31.68
3667286,53.11,11.844,3.483,1.751,31.98
3670829,53.05,11.844,3.318,1.732,32.06
3674372,53.0,11.844,3.503,1.796,31.88
3677915,52.95,11.831,3.266,1.719,31.64
3681459,52.89,11.879,3.212,1.659,31.66
3685002,52.84,11.822,3.346,1.687,31.91
3688545,52.79,11.858,3.131,1.598,31.68
3692089,52.73,11.847,3.4,1.794,31.67
3695632,52.68,11.842,3.477,1.819,31.91
3699175,52.63,11.823,3.719,1.913,32.23
3702718,52.57,11.846,3.565,1.959,32.13
3706262,52.52,11.812,3.508,1.913,31.93
3709805,52.47,11.812,3.736,1.914,32.43
3713348,52.41,11.847,3.182,1.702,31.71
3716891,52.36,11.802,3.756,1.946,32.05
3720435,52.3,11.822,3.372,1.786,31.66
3723978,52.25,11.855,3.254,1.794,32.05
3727521,52.2,11.813,3.43,1.779,31.93
3731065,52.14,11.825,3.266,1.575,31.57
3734608,52.09,11.841,3.029,1.556,31.66
3738151,52.04,11.853,2.808,1.381,32.1
3741694,51.98,11.863,2.712,1.35,31.86
3745238,51.93,11.85,2.808,1.474,31.77
3748781,51.88,11.853,2.875,1.407,31.95
3752324,51.82,11.831,3.161,1.562,31.56
3755867,51.77,11.828,3.273,1.671,31.75
3759411,51.71,11.87,2.762,1.471,31.48
3762954,51.66,11.819,3.044,1.583,31.68
3766497,51.61,11.845,3.21,1.738,31.83
3770041,51.55,11.791,3.56,1.818,32.13
3773584,51.5,11.848,2.86,1.486,31.98
3777127,51.45,11.793,3.614,1.809,32.25
3780670,51.39,11.792,3.492,1.731,32.54
3784214,51.34,11.777,3.302,1.656,31.85
3787757,51.28,11.79,3.953,2.022,32.17
3791300,51.23,11.762,3.808,2.002,32.23
3794843,51.18,11.755,3.888,1.984,31.99
3798387,51.12,11.795,3.65,1.92,32.02
3801930,51.07,11.786,3.533,1.794,32.12
3805473,51.02,11.786,3.963,2.076,32.01
3809017,50.96,11.793,3.768,1.989,32.22
3812560,50.91,11.776,3.769,1.954,32.37
3816103,50.85,11.78,3.562,1.924,31.83
3819646,50.8,11.776,3.736,1.966,31.66
3823190,50.75,11.76,3.457,1.684,32.04
3826733,50.69,11.801,3.122,1.615,31.7
3830276,50.64,11.787,3.319,1.742,32.01
3833819,50.59,11.78,3.256,1.67,31.87
3837363,50.53,11.792,3.219,1.596,32.01
3840906,50.48,11.788,2.818,1.455,32.03
3844449,50.42,11.805,3.111,1.548,32.08
3847992,50.37,11.827,2.801,1.326,31.74
3851536,50.32,11.797,2.645,1.246,31.52
3855079,50.26,11.823,2.532,1.215,31.22
3858622,50.21,11.839,2.589,1.278,31.31
3862166,50.15,11.828,2.461,1.214,31.54
3865709,50.1,11.806,2.452,1.157,31.71
3869252,50.05,11.833,1.977,0.98,31.4
3872795,49.99,11.827,2.521,1.137,31.6
3876339,49.94,11.868,2.042,1.003,31.24
3879882,49.89,11.8,2.425,1.151,31.36
3883425,49.83,11.814,2.448,1.143,31.36
3886968,49.78,11.8,2.453,1.238,31.83
3890512,49.72,11.796,2.616,1.343,31.37
3894055,49.67,11.805,2.587,1.331,31.89
3897598,49.62,11.798,2.598,1.328,31.58
3901142,49.56,11.805,2.294,1.199,31.76
3904685,49.51,11.828,2.569,1.311,31.8
3908228,49.45,11.785,2.703,1.261,31.95
3911771,49.4,11.803,2.361,1.115,31.92
3915315,49.35,11.823,2.329,1.152,31.52
3918858,49.29,11.802,2.385,1.153,31.5
3922401,49.24,11.791,2.476,1.287,31.64
3925944,49.19,11.797,2.65,1.287,31.64
3929488,49.13,11.777,2.46,1.179,31.86
3933031,49.08,11.78,2.819,1.421,31.83
3936574,49.02,11.783,2.812,1.436,31.85
3940118,48.97,11.774,2.848,1.434,31.95
3943661,48.92,11.779,2.534,1.293,31.66
3947204,48.86,11.775,2.613,1.378,32.0
3950747,48.81,11.754,2.516,1.297,31.39
3954291,48.75,11.766,2.687,1.345,31.86
3957834,48.7,11.751,3.007,1.531,32.03
3961377,48.65,11.774,2.738,1.382,31.68
3964920,48.59,11.745,3.026,1.508,31.8
3968464,48.54,11.767,2.501,1.219,31.94
3972007,48.48,11.745,2.725,1.333,31.78
3975550,48.43,11.734,3.085,1.482,31.58
3979094,48.38,11.762,2.636,1.433,31.54
3982637,48.32,11.756,2.963,1.48,32.13
3986180,48.27,11.743,2.865,1.425,31.72
3989723,48.21,11.737,2.801,1.359,32.14
3993267,48.16,11.77,2.337,1.174,31.99
3996810,48.11,11.745,2.626,1.296,31.78
4000353,48.05,11.751,2.569,1.342,31.91
4003896,48.0,11.717,2.606,1.36,31.65
4007440,47.94,11.709,2.876,1.445,31.83
4010983,47.89,11.743,2.385,1.214,31.6
4014526,47.84,11.754,2.588,1.253,31.93
4018070,47.78,11.74,2.652,1.292,31.58
4021613,47.73,11.763,2.291,1.286,31.69
4025156,47.67,11.757,2.623,1.35,31.84
4028699,47.62,11.704,2.931,1.477,32.05
4032243,47.57,11.74,2.85,1.441,31.49
4035786,47.51,11.731,2.779,1.413,31.54
4039329,47.46,11.705,2.917,1.479,31.77
4042872,47.4,11.738,2.885,1.373,31.89
4046416,47.35,11.708,2.641,1.218,31.88
4049959,47.3,11.722,2.458,1.093,31.83
4053502,47.24,11.703,2.971,1.414,32.37
4057046,47.19,11.71,2.973,1.488,32.1
4060589,47.13,11.713,2.755,1.463,32.02
4064132,47.08,11.665,3.057,1.577,31.91
4067675,47.02,11.696,2.953,1.533,32.13
4071219,46.97,11.704,2.856,1.402,32.08
4074762,46.92,11.717,3.267,1.556,32.22
4078305,46.86,11.711,3.049,1.559,31.99
4081848,46.81,11.698,2.935,1.542,32.1
4085392,46.75,11.651,3.388,1.686,32.44
4088935,46.7,11.657,3.606,1.876,32.06
4092478,46.65,11.637,3.542,1.808,31.76
4096022,46.59,11.662,3.444,1.686,32.32
4099565,46.54,11.678,3.184,1.549,32.22
4103108,46.48,11.693,2.717,1.455,31.86
4106651,46.43,11.697,2.785,1.354,31.85
4110195,46.38,11.677,2.95,1.502,32.54
4113738,46.32,11.675,2.901,1.513,31.89
4117281,46.27,11.687,3.194,1.548,31.84
4120824,46.21,11.669,3.237,1.697,32.01
4124368,46.16,11.661,3.119,1.595,32.16
4127911,46.1,11.676,2.723,1.388,31.81
4131454,46.05,11.69,2.702,1.375,31.84
4134997,46.0,11.69,2.769,1.366,32.01
4138541,45.94,11.677,3.036,1.421,31.96
4142084,45.89,11.661,3.429,1.642,32.21
4145627,45.83,11.618,3.872,1.972,32.33
4149171,45.78,11.588,3.949,2.022,32.16
4152714,45.72,11.642,3.802,2.034,32.33
