time_s,time_min,soc_percent,voltage_V,current_A,speed_mps,temperature_C
43.8,0.73,78.78,12.674,3.527,1.816,31.33
43.9,0.7316666666666667,78.78,12.602,3.148,1.61,31.75
44.0,0.7333333333333333,78.78,12.637,3.168,1.702,31.43
44.1,0.735,78.78,12.625,3.606,1.728,31.89
44.2,0.7366666666666667,78.78,12.645,3.236,1.621,31.64
44.3,0.7383333333333333,78.75,12.634,2.953,1.571,31.3
44.4,0.74,78.75,12.577,3.214,1.547,31.92
44.5,0.7416666666666667,78.75,12.641,3.295,1.659,32.23
44.6,0.7433333333333334,78.52,12.59,3.519,1.74,31.94
44.7,0.745,78.52,12.642,3.298,1.678,31.22
44.8,0.7466666666666666,78.52,12.644,3.222,1.675,31.64
44.9,0.7483333333333333,78.52,12.624,3.154,1.635,31.51
45.0,0.75,78.47,12.612,3.431,1.715,31.96
45.1,0.7516666666666667,78.47,12.631,3.103,1.505,31.55
45.2,0.7533333333333334,78.47,12.667,3.419,1.699,32.26
45.3,0.755,78.37,12.643,3.417,1.687,31.9
45.4,0.7566666666666666,78.37,12.616,3.291,1.58,31.81
45.5,0.7583333333333333,78.36,12.636,3.701,1.869,31.82
45.6,0.76,78.36,12.614,3.283,1.589,31.43
45.7,0.7616666666666667,78.36,12.593,3.349,1.618,31.67
45.8,0.7633333333333333,78.15,12.631,3.242,1.613,31.68
45.9,0.765,78.15,12.599,3.54,1.803,31.93
46.0,0.7666666666666667,78.15,12.587,3.218,1.648,31.67
46.1,0.7683333333333333,78.15,12.624,3.359,1.778,31.64
46.2,0.77,77.89,12.595,3.314,1.776,31.69
46.3,0.7716666666666666,77.89,12.595,3.62,1.755,31.75
46.4,0.7733333333333333,77.89,12.621,3.244,1.634,31.39
46.5,0.775,77.83,12.614,3.289,1.695,31.45
46.6,0.7766666666666667,77.71,12.583,3.882,1.882,32.15
46.7,0.7783333333333334,77.71,12.602,3.391,1.65,31.92
46.8,0.7799999999999999,77.71,12.597,3.357,1.692,31.66
46.9,0.7816666666666666,77.71,12.614,3.576,1.75,31.81
47.0,0.7833333333333333,77.62,12.586,3.581,1.833,31.99
47.1,0.785,77.62,12.572,3.576,1.793,31.82
47.2,0.7866666666666667,77.49,12.59,3.831,1.837,32.79
47.3,0.7883333333333333,77.49,12.581,3.488,1.697,31.83
47.4,0.7899999999999999,77.49,12.595,3.626,1.863,31.76
47.5,0.7916666666666666,77.49,12.603,3.697,1.838,31.48
47.6,0.7933333333333333,77.4,12.635,3.453,1.67,31.84
47.7,0.795,77.4,12.618,3.758,1.925,32.23
47.8,0.7966666666666666,77.33,12.612,3.839,1.99,32.01
47.9,0.7983333333333333,77.31,12.578,3.682,1.75,32.24
48.0,0.8,77.31,12.597,3.55,1.821,31.7
48.1,0.8016666666666666,76.99,12.589,3.629,1.933,31.87
48.2,0.8033333333333333,76.99,12.598,3.399,1.708,31.72
48.3,0.8049999999999999,76.99,12.618,3.593,1.672,31.69
48.4,0.8066666666666666,75.99,12.609,3.503,1.732,31.46
48.5,0.8083333333333333,75.99,12.57,3.657,1.796,31.68
48.6,0.81,75.99,12.582,3.29,1.799,31.23
48.7,0.8116666666666668,75.99,12.56,3.664,1.899,32.12
48.8,0.8133333333333332,75.99,12.53,3.836,1.877,31.99
48.9,0.815,75.99,12.582,3.434,1.761,31.77
49.0,0.8166666666666667,75.99,12.594,3.911,1.911,31.94
49.1,0.8183333333333334,75.99,12.564,4.007,2.02,32.38
49.2,0.8200000000000001,75.99,12.573,3.91,1.971,31.87
49.3,0.8216666666666667,75.99,12.602,4.043,1.959,32.59
49.4,0.8233333333333334,75.99,12.559,3.65,1.886,32.2
49.5,0.825,75.99,12.536,3.802,1.968,31.85
49.6,0.8266666666666667,75.9,12.528,3.599,1.817,31.85
49.7,0.8283333333333334,75.9,12.589,3.869,1.959,32.22
49.8,0.83,75.9,12.573,3.527,1.897,32.18
49.9,0.8316666666666667,75.9,12.564,4.063,1.999,31.99
50.0,0.8333333333333334,75.9,12.565,3.856,1.951,31.94
50.1,0.8350000000000001,75.9,12.577,3.593,1.832,32.53
50.2,0.8366666666666667,75.9,12.556,3.872,1.934,32.31
50.3,0.8383333333333333,75.9,12.556,3.907,2.021,32.32
50.4,0.84,75.9,12.525,3.809,1.86,32.52
50.5,0.8416666666666667,75.67,12.557,3.801,1.932,32.15
50.6,0.8433333333333334,75.67,12.553,3.897,1.941,31.98
50.7,0.8450000000000001,75.67,12.546,3.647,1.91,31.52
50.8,0.8466666666666666,75.67,12.534,4.122,2.133,32.45
50.9,0.8483333333333333,75.66,12.545,4.298,2.187,32.06
51.0,0.85,75.59,12.558,4.113,2.173,32.4
51.1,0.8516666666666667,74.92,12.521,4.115,2.154,31.74
51.2,0.8533333333333334,74.92,12.539,4.193,2.157,32.17
51.3,0.855,74.92,12.513,4.422,2.207,32.42
51.4,0.8566666666666667,74.92,12.542,4.288,2.156,32.03
51.5,0.8583333333333333,74.92,12.551,4.586,2.312,32.39
51.6,0.86,74.92,12.53,4.583,2.351,32.32
51.7,0.8616666666666667,74.92,12.535,4.687,2.368,32.62
51.8,0.8633333333333333,74.92,12.536,4.6,2.278,32.22
51.9,0.865,74.92,12.551,4.571,2.353,32.46
52.0,0.8666666666666667,74.92,12.566,4.615,2.36,32.89
52.1,0.8683333333333334,74.92,12.504,4.962,2.542,33.11
52.2,0.87,74.92,12.542,4.467,2.44,32.94
52.3,0.8716666666666666,74.74,12.537,4.446,2.302,32.56
52.4,0.8733333333333333,74.74,12.535,4.884,2.511,32.61
52.5,0.875,74.74,12.526,5.185,2.656,32.98
52.6,0.8766666666666667,74.74,12.538,4.932,2.586,32.93
52.7,0.8783333333333334,74.74,12.532,5.163,2.628,32.96
52.8,0.88,74.74,12.554,4.895,2.587,33.09
52.9,0.8816666666666666,74.74,12.497,4.709,2.453,32.45
53.0,0.8833333333333333,74.74,12.53,5.003,2.492,32.74
53.1,0.885,74.44,12.495,4.72,2.538,32.25
53.2,0.8866666666666667,74.44,12.489,4.969,2.591,32.67
53.3,0.8883333333333333,74.44,12.514,4.958,2.59,33.08
53.4,0.89,74.37,12.527,4.955,2.585,32.79
53.5,0.8916666666666667,74.26,12.505,4.689,2.466,32.8
53.6,0.8933333333333333,74.26,12.52,4.953,2.534,32.88
53.7,0.895,74.26,12.527,4.503,2.4,32.75
53.8,0.8966666666666666,74.26,12.533,4.347,2.33,32.21
53.9,0.8983333333333333,74.06,12.493,4.722,2.418,32.78
54.0,0.9,73.99,12.505,4.203,2.241,32.5
54.1,0.9016666666666667,73.82,12.48,4.064,2.06,32.54
54.2,0.9033333333333334,73.82,12.516,4.198,2.158,32.68
54.3,0.9049999999999999,73.76,12.496,4.214,2.214,32.22
54.4,0.9066666666666666,73.76,12.501,3.733,1.924,31.7
54.5,0.9083333333333333,73.76,12.519,4.09,2.106,32.11
54.6,0.91,73.75,12.521,4.094,2.072,32.61
54.7,0.9116666666666667,73.75,12.484,3.742,1.949,31.82
54.8,0.9133333333333333,73.68,12.494,3.72,1.908,31.71
54.9,0.9149999999999999,73.66,12.488,3.655,1.954,31.69
55.0,0.9166666666666666,73.66,12.456,3.717,1.912,31.73
55.1,0.9183333333333333,73.66,12.503,3.715,2.02,32.24
55.2,0.92,73.66,12.495,3.747,1.913,31.88
55.3,0.9216666666666666,73.66,12.471,3.416,1.757,31.72
55.4,0.9233333333333333,73.66,12.502,3.842,1.824,32.42
55.5,0.925,73.26,12.497,3.985,1.957,32.46
55.6,0.9266666666666666,73.26,12.453,4.0,2.061,32.45
55.7,0.9283333333333333,73.26,12.471,3.93,1.949,32.0
55.8,0.9299999999999999,73.26,12.491,3.855,1.952,31.72
55.9,0.9316666666666666,73.26,12.468,3.922,2.085,32.28
56.0,0.9333333333333333,73.08,12.496,3.513,1.943,32.39
56.1,0.935,72.86,12.476,3.911,1.929,32.1
56.2,0.9366666666666668,72.86,12.473,3.681,1.849,31.98
56.3,0.9383333333333332,72.84,12.504,3.545,1.93,31.16
56.4,0.94,72.84,12.487,4.259,2.154,32.83
56.5,0.9416666666666667,72.84,12.47,3.789,1.875,32.07
56.6,0.9433333333333334,72.84,12.442,3.82,1.998,31.71
56.7,0.9450000000000001,72.79,12.51,3.808,1.893,32.12
56.8,0.9466666666666667,72.79,12.48,3.744,2.025,31.95
56.9,0.9483333333333334,72.35,12.515,4.049,2.095,32.44
57.0,0.95,72.35,12.477,3.932,2.013,32.75
57.1,0.9516666666666667,72.35,12.444,4.177,2.1,32.16
57.2,0.9533333333333334,72.32,12.443,4.146,2.108,32.38
57.3,0.955,72.32,12.451,4.101,2.094,32.22
57.4,0.9566666666666667,72.32,12.437,4.339,2.205,32.3
57.5,0.9583333333333334,72.32,12.483,4.075,2.139,32.42
57.6,0.9600000000000001,72.32,12.464,4.19,2.061,32.76
57.7,0.9616666666666667,72.32,12.443,3.934,2.039,32.34
57.8,0.9633333333333333,72.32,12.48,4.062,2.035,32.2
57.9,0.965,72.14,12.471,4.172,2.149,32.5
58.0,0.9666666666666667,72.14,12.419,4.043,2.094,32.36
58.1,0.9683333333333334,72.14,12.436,4.598,2.347,32.83
58.2,0.9700000000000001,72.14,12.432,4.47,2.285,32.42
58.3,0.9716666666666666,72.14,12.42,4.297,2.129,32.49
58.4,0.9733333333333333,71.99,12.475,4.264,2.129,32.85
58.5,0.975,71.99,12.441,4.373,2.299,32.51
58.6,0.9766666666666667,71.99,12.427,4.003,2.022,32.52
58.7,0.9783333333333334,71.9,12.451,4.177,2.145,32.38
58.8,0.98,71.9,12.446,4.287,2.266,32.47
58.9,0.9816666666666667,71.9,12.454,3.998,2.126,32.1
59.0,0.9833333333333333,71.9,12.391,4.239,2.169,33.14
59.1,0.985,71.56,12.479,4.178,2.188,32.69
59.2,0.9866666666666667,71.56,12.461,4.237,2.278,32.73
59.3,0.9883333333333333,71.56,12.411,4.333,2.245,32.78
59.4,0.99,71.56,12.424,4.424,2.275,32.29
59.5,0.9916666666666667,71.56,12.44,4.453,2.299,32.37
59.6,0.9933333333333334,71.56,12.462,4.231,2.263,32.39
59.7,0.995,71.56,12.43,4.477,2.358,32.16
59.8,0.9966666666666666,71.34,12.437,4.462,2.219,32.35
59.9,0.9983333333333333,71.34,12.461,4.119,2.172,32.58
60.0,1.0,71.34,12.43,4.139,2.153,31.85
60.1,1.0016666666666667,71.34,12.42,4.493,2.174,32.37
60.2,1.0033333333333334,71.34,12.44,4.428,2.269,32.53
60.3,1.005,71.34,12.442,4.569,2.404,32.62
60.4,1.0066666666666666,71.34,12.415,4.289,2.344,32.47
60.5,1.0083333333333333,71.34,12.444,4.463,2.291,32.39
60.6,1.01,71.08,12.487,4.207,2.262,32.66
60.7,1.0116666666666667,71.08,12.425,4.465,2.314,32.0
60.8,1.0133333333333332,71.08,12.399,4.397,2.333,32.65
60.9,1.015,70.92,12.397,4.293,2.329,32.11
61.0,1.0166666666666666,70.92,12.426,4.583,2.268,32.48
61.1,1.0183333333333333,70.92,12.428,4.525,2.354,32.61
61.2,1.02,70.92,12.447,4.879,2.482,33.25
61.3,1.0216666666666667,70.78,12.395,4.413,2.235,32.34
61.4,1.0233333333333332,70.77,12.403,4.531,2.399,32.28
61.5,1.025,70.77,12.406,4.374,2.257,32.79
61.6,1.0266666666666666,70.39,12.371,4.668,2.45,32.7
61.7,1.0283333333333333,70.39,12.421,4.708,2.384,32.75
61.8,1.03,70.19,12.374,4.467,2.286,32.75
61.9,1.0316666666666667,70.19,12.399,4.704,2.47,33.0
62.0,1.0333333333333334,70.19,12.395,5.208,2.616,33.09
62.1,1.035,70.0,12.42,4.841,2.488,32.31
62.2,1.0366666666666666,70.0,12.413,5.002,2.581,32.88
62.3,1.0383333333333333,70.0,12.394,4.69,2.491,32.75
62.4,1.04,70.0,12.412,4.549,2.333,32.37
62.5,1.0416666666666667,70.0,12.415,4.721,2.553,32.51
62.6,1.0433333333333334,70.0,12.403,4.837,2.49,33.0
62.7,1.0450000000000002,70.0,12.383,4.535,2.415,32.72
62.8,1.0466666666666666,69.74,12.393,5.008,2.603,32.72
62.9,1.0483333333333333,69.74,12.403,4.897,2.572,33.02
63.0,1.05,69.74,12.419,4.857,2.516,32.89
63.1,1.0516666666666667,69.74,12.37,5.088,2.636,32.68
63.2,1.0533333333333335,69.7,12.373,4.804,2.506,32.76
63.3,1.055,69.7,12.402,5.038,2.636,32.64
63.4,1.0566666666666666,69.67,12.373,4.654,2.518,32.53
63.5,1.0583333333333333,69.57,12.37,4.832,2.645,32.93
63.6,1.06,69.57,12.388,4.992,2.523,32.64
63.7,1.0616666666666668,69.57,12.399,5.298,2.738,32.82
63.8,1.0633333333333332,69.56,12.367,4.89,2.648,32.98
63.9,1.065,69.46,12.356,5.482,2.751,32.99
64.0,1.0666666666666667,69.46,12.37,4.858,2.58,32.81
64.1,1.0683333333333331,69.41,12.414,5.071,2.616,32.94
64.2,1.07,69.41,12.372,5.266,2.73,33.08
64.3,1.0716666666666665,69.18,12.371,4.727,2.452,32.9
64.4,1.0733333333333335,69.18,12.331,5.045,2.595,32.88
64.5,1.075,69.18,12.386,5.125,2.772,32.85
64.6,1.0766666666666667,69.18,12.393,5.219,2.735,32.98
64.7,1.0783333333333334,69.18,12.364,5.283,2.785,33.43
64.8,1.0799999999999998,69.18,12.365,5.154,2.691,33.3
64.9,1.0816666666666668,69.18,12.386,5.252,2.77,33.11
65.0,1.0833333333333333,68.64,12.329,5.038,2.675,33.31
65.1,1.085,68.64,12.377,4.95,2.632,33.12
65.2,1.0866666666666667,68.64,12.345,5.113,2.615,32.78
65.3,1.0883333333333334,68.47,12.345,5.086,2.715,33.41
65.4,1.09,68.47,12.357,5.232,2.716,33.82
65.5,1.0916666666666666,68.29,12.355,5.159,2.676,33.17
65.6,1.0933333333333333,68.29,12.323,4.624,2.409,32.35
65.7,1.095,68.29,12.364,4.85,2.5,33.27
65.8,1.0966666666666667,68.29,12.371,5.016,2.584,33.15
65.9,1.0983333333333334,68.29,12.372,4.945,2.616,32.93
66.0,1.1,68.22,12.366,4.864,2.513,32.4
66.1,1.1016666666666666,67.97,12.361,4.95,2.456,32.94
66.2,1.1033333333333333,67.97,12.321,4.327,2.308,32.51
66.3,1.105,67.97,12.331,4.982,2.622,32.9
66.4,1.1066666666666667,67.97,12.38,4.417,2.338,32.54
66.5,1.1083333333333334,67.97,12.339,5.088,2.528,33.29
66.6,1.1099999999999999,67.97,12.343,4.604,2.485,32.66
66.7,1.1116666666666668,67.94,12.313,4.528,2.349,32.83
66.8,1.1133333333333333,67.94,12.343,4.457,2.247,32.2
66.9,1.115,67.94,12.377,4.283,2.271,32.33
67.0,1.1166666666666667,67.94,12.334,4.126,2.134,32.48
67.1,1.1183333333333332,67.91,12.355,4.2,2.214,32.3
67.2,1.12,67.75,12.343,4.028,2.16,32.43
67.3,1.1216666666666666,67.75,12.331,4.196,2.169,32.52
67.4,1.1233333333333335,67.72,12.333,4.264,2.17,32.62
67.5,1.125,67.72,12.379,4.21,2.199,32.46
67.6,1.1266666666666665,67.67,12.341,3.912,1.996,32.52
67.7,1.1283333333333334,67.51,12.326,4.121,2.077,32.15
67.8,1.13,67.51,12.37,3.858,1.897,32.23
67.9,1.1316666666666668,67.41,12.319,3.492,1.855,32.5
68.0,1.1333333333333333,67.41,12.296,3.693,1.844,32.13
68.1,1.135,67.41,12.335,3.433,1.782,32.47
68.2,1.1366666666666667,67.41,12.316,3.504,1.906,32.21
68.3,1.1383333333333332,67.41,12.345,3.568,1.868,32.11
68.4,1.1400000000000001,67.04,12.311,3.729,1.862,32.29
68.5,1.1416666666666666,67.04,12.341,3.442,1.725,32.49
68.6,1.1433333333333333,66.98,12.299,3.257,1.716,31.91
68.7,1.145,66.98,12.29,3.398,1.614,31.79
68.8,1.1466666666666667,66.51,12.308,3.112,1.535,32.03
68.9,1.1483333333333334,66.51,12.271,3.225,1.63,32.15
69.0,1.15,66.51,12.276,3.083,1.582,32.1
69.1,1.1516666666666666,66.51,12.285,2.94,1.439,31.42
69.2,1.1533333333333333,66.51,12.285,3.027,1.541,31.96
69.3,1.155,66.51,12.313,2.814,1.321,31.75
69.4,1.1566666666666667,66.51,12.276,2.881,1.413,31.71
69.5,1.1583333333333334,66.51,12.286,2.792,1.344,31.6
69.6,1.16,66.51,12.302,2.637,1.319,31.74
69.7,1.1616666666666666,66.3,12.28,2.357,1.241,31.44
69.8,1.1633333333333333,66.3,12.283,2.83,1.37,31.73
69.9,1.165,66.3,12.297,2.53,1.306,32.07
70.0,1.1666666666666667,66.3,12.308,2.667,1.322,31.67
70.1,1.1683333333333332,66.3,12.292,2.467,1.205,31.24
70.2,1.1700000000000002,66.3,12.309,2.11,1.057,31.09
70.3,1.1716666666666666,66.3,12.295,2.382,1.097,31.29
70.4,1.1733333333333333,66.3,12.3,1.928,0.999,30.81
70.5,1.175,66.3,12.296,2.453,1.097,31.8
70.6,1.1766666666666665,66.3,12.287,2.312,1.157,31.91
70.7,1.1783333333333335,66.3,12.31,2.337,1.067,31.3
70.8,1.18,66.3,12.295,2.208,0.974,31.61
70.9,1.1816666666666669,66.17,12.296,1.949,0.973,31.04
71.0,1.1833333333333333,66.17,12.288,2.012,1.0,31.1
71.1,1.1849999999999998,65.98,12.321,1.94,0.849,30.79
71.2,1.1866666666666668,65.98,12.313,2.046,0.957,31.28
71.3,1.1883333333333332,65.94,12.284,2.006,0.942,31.58
71.4,1.1900000000000002,65.94,12.288,1.636,0.864,31.37
71.5,1.1916666666666667,65.81,12.307,1.642,0.855,31.19
71.6,1.1933333333333331,65.81,12.282,1.953,0.883,31.18
71.7,1.195,65.81,12.301,1.883,0.784,31.51
71.8,1.1966666666666665,65.81,12.283,1.592,0.765,31.47
71.9,1.1983333333333335,65.77,12.326,1.769,0.874,30.95
72.0,1.2,64.89,12.27,1.783,0.81,31.22
72.1,1.2016666666666667,64.89,12.239,1.989,0.907,31.26
72.2,1.2033333333333334,64.89,12.276,1.582,0.675,30.87
72.3,1.2049999999999998,64.89,12.278,1.314,0.592,30.58
72.4,1.2066666666666668,64.89,12.24,1.491,0.791,30.77
72.5,1.2083333333333333,64.89,12.233,1.866,0.773,31.23
72.6,1.21,64.89,12.264,1.354,0.618,30.96
72.7,1.2116666666666667,64.89,12.262,1.423,0.541,30.98
72.8,1.2133333333333334,64.89,12.288,1.206,0.635,31.14
72.9,1.215,64.89,12.24,1.208,0.48,30.65
73.0,1.2166666666666666,64.89,12.232,1.272,0.573,30.54
73.1,1.2183333333333333,64.89,12.25,0.903,0.407,30.34
73.2,1.22,64.89,12.254,1.394,0.543,31.03
73.3,1.2216666666666667,64.89,12.248,1.126,0.373,30.64
73.4,1.2233333333333334,64.89,12.263,1.139,0.505,30.37
73.5,1.225,64.89,12.263,1.504,0.626,31.24
73.6,1.2266666666666666,64.89,12.25,1.007,0.464,31.06
73.7,1.2283333333333333,64.86,12.239,1.177,0.528,30.86
73.8,1.23,64.66,12.227,1.018,0.415,30.88
73.9,1.2316666666666667,64.66,12.213,0.996,0.41,30.36
74.0,1.2333333333333334,64.66,12.258,1.052,0.376,30.39
74.1,1.2349999999999999,64.66,12.266,1.224,0.593,30.89
74.2,1.2366666666666668,64.01,12.218,1.352,0.52,30.98
74.3,1.2383333333333333,64.01,12.242,1.62,0.669,31.04
74.4,1.24,64.01,12.191,1.102,0.46,30.7
74.5,1.2416666666666667,64.01,12.239,1.151,0.551,30.65
74.6,1.2433333333333332,64.01,12.239,1.078,0.59,31.13
74.7,1.245,63.72,12.225,1.572,0.711,30.85
74.8,1.2466666666666666,63.72,12.226,1.58,0.758,31.04
74.9,1.2483333333333335,63.72,12.25,1.348,0.575,31.19
75.0,1.25,63.72,12.229,1.167,0.551,30.57
75.1,1.2516666666666665,63.72,12.245,1.232,0.518,30.9
75.2,1.2533333333333334,63.72,12.225,1.694,0.778,31.12
75.3,1.255,63.72,12.24,1.524,0.679,31.2
75.4,1.2566666666666668,63.72,12.239,1.502,0.649,30.42
75.5,1.2583333333333333,63.7,12.226,1.615,0.711,31.03
75.6,1.26,63.7,12.219,1.361,0.525,30.75
75.7,1.2616666666666667,63.7,12.226,1.299,0.607,31.19
75.8,1.2633333333333332,63.7,12.235,1.887,0.834,31.26
75.9,1.2650000000000001,63.7,12.203,1.769,0.806,31.06
76.0,1.2666666666666666,63.7,12.249,1.692,0.801,31.38
76.1,1.2683333333333333,63.53,12.229,1.484,0.723,31.19
76.2,1.27,63.53,12.224,2.031,0.865,31.62
76.3,1.2716666666666667,63.53,12.239,2.084,0.975,31.67
76.4,1.2733333333333334,63.53,12.18,1.588,0.75,31.29
76.5,1.275,63.31,12.211,1.863,0.863,31.12
76.6,1.2766666666666666,63.31,12.257,1.817,0.842,31.31
76.7,1.2783333333333333,62.7,12.182,1.895,0.92,31.36
76.8,1.28,62.7,12.135,1.77,0.907,31.3
76.9,1.2816666666666667,62.7,12.225,1.955,0.909,31.41
77.0,1.2833333333333334,62.7,12.223,1.838,0.865,31.28
77.1,1.285,62.7,12.209,1.975,0.949,31.24
77.2,1.2866666666666666,62.7,12.231,2.066,0.916,31.38
77.3,1.2883333333333333,62.7,12.212,1.887,0.968,31.05
77.4,1.29,62.7,12.182,1.968,0.989,31.12
77.5,1.2916666666666667,62.7,12.194,2.23,1.062,31.68
77.6,1.2933333333333332,62.7,12.181,2.159,0.977,31.38
77.7,1.2950000000000002,62.7,12.189,2.196,1.013,31.51
77.8,1.2966666666666666,62.49,12.221,2.437,1.139,31.49
77.9,1.2983333333333333,62.49,12.185,1.931,1.051,30.92
78.0,1.3,62.49,12.202,2.271,1.062,31.43
78.1,1.3016666666666665,62.48,12.174,2.45,1.167,32.05
78.2,1.3033333333333335,62.48,12.207,2.423,1.134,31.6
78.3,1.305,62.48,12.181,2.261,1.134,31.36
78.4,1.3066666666666669,62.42,12.208,2.448,1.159,31.82
78.5,1.3083333333333333,62.42,12.199,2.323,1.057,31.45
78.6,1.3099999999999998,62.42,12.186,2.666,1.208,31.63
78.7,1.3116666666666668,62.12,12.163,2.656,1.292,31.38
78.8,1.3133333333333332,62.12,12.193,2.388,1.247,31.19
78.9,1.3150000000000002,62.12,12.186,2.271,1.091,31.65
79.0,1.3166666666666667,62.12,12.18,2.633,1.253,31.8
79.1,1.3183333333333331,62.12,12.222,2.473,1.173,31.68
79.2,1.32,62.12,12.172,2.763,1.242,32.02
79.3,1.3216666666666665,62.12,12.212,2.59,1.285,31.63
79.4,1.3233333333333335,61.97,12.185,2.33,1.194,31.59
79.5,1.325,61.97,12.162,2.766,1.411,31.63
79.6,1.3266666666666667,61.42,12.15,2.743,1.314,31.62
79.7,1.3283333333333334,61.42,12.165,2.721,1.397,31.64
79.8,1.3299999999999998,61.42,12.171,2.697,1.4,32.06
79.9,1.3316666666666668,61.42,12.182,2.85,1.471,32.08
80.0,1.3333333333333333,61.42,12.191,3.097,1.474,31.81
80.1,1.335,61.42,12.155,2.625,1.275,31.7
80.2,1.3366666666666667,61.42,12.136,2.802,1.411,31.91
80.3,1.3383333333333334,61.42,12.197,2.629,1.237,31.58
80.4,1.34,61.42,12.181,2.844,1.368,32.08
80.5,1.3416666666666666,61.42,12.206,2.807,1.456,31.69
80.6,1.3433333333333333,61.42,12.14,3.041,1.468,31.95
80.7,1.345,61.29,12.156,3.018,1.493,31.94
80.8,1.3466666666666667,61.29,12.169,2.496,1.355,31.25
80.9,1.3483333333333334,61.29,12.128,2.693,1.407,31.39
81.0,1.35,61.29,12.146,2.824,1.384,31.69
81.1,1.3516666666666666,61.29,12.123,3.011,1.473,32.32
81.2,1.3533333333333333,61.29,12.163,2.958,1.495,32.14
81.3,1.355,61.29,12.196,2.585,1.334,31.88
81.4,1.3566666666666667,61.05,12.161,3.321,1.661,32.06
81.5,1.3583333333333334,61.05,12.124,2.521,1.354,31.62
81.6,1.3599999999999999,60.9,12.137,2.744,1.32,31.88
81.7,1.3616666666666668,60.9,12.16,2.791,1.393,31.97
81.8,1.3633333333333333,60.9,12.182,2.821,1.401,31.54
81.9,1.365,60.9,12.146,2.708,1.38,31.67
82.0,1.3666666666666667,60.9,12.193,2.704,1.28,31.66
82.1,1.3683333333333332,60.86,12.144,2.627,1.445,32.13
82.2,1.37,60.86,12.179,2.588,1.327,31.65
82.3,1.3716666666666666,60.86,12.14,2.965,1.441,31.81
82.4,1.3733333333333335,60.72,12.157,2.784,1.425,32.11
82.5,1.375,60.58,12.079,2.649,1.208,31.71
82.6,1.3766666666666665,60.58,12.18,2.56,1.227,32.01
82.7,1.3783333333333334,60.58,12.164,2.409,1.22,31.44
82.8,1.38,60.53,12.123,2.803,1.316,32.39
82.9,1.3816666666666668,60.44,12.153,2.625,1.296,31.8
83.0,1.3833333333333333,60.44,12.138,2.728,1.309,31.91
83.1,1.385,60.42,12.099,2.422,1.218,31.64
83.2,1.3866666666666667,60.04,12.102,2.595,1.312,31.79
83.3,1.3883333333333332,60.04,12.163,2.883,1.386,31.98
83.4,1.3900000000000001,60.02,12.148,2.408,1.162,31.61
83.5,1.3916666666666666,60.02,12.142,2.463,1.249,32.04
83.6,1.3933333333333333,60.02,12.109,2.504,1.28,31.19
83.7,1.395,60.02,12.126,2.623,1.245,31.52
83.8,1.3966666666666667,60.02,12.136,2.737,1.236,31.8
83.9,1.3983333333333334,60.02,12.122,2.704,1.388,31.85
84.0,1.4,59.9,12.092,2.806,1.345,32.3
84.1,1.4016666666666666,59.9,12.103,2.311,1.306,31.78
84.2,1.4033333333333333,59.9,12.084,2.251,1.172,31.61
84.3,1.405,59.62,12.146,2.92,1.408,31.81
84.4,1.4066666666666667,59.62,12.07,2.749,1.253,32.4
84.5,1.4083333333333334,59.59,12.122,2.425,1.174,31.94
84.6,1.41,59.59,12.111,2.509,1.188,32.41
84.7,1.4116666666666666,59.59,12.133,2.445,1.172,31.36
84.8,1.4133333333333333,59.59,12.1,2.902,1.376,32.44
84.9,1.415,59.5,12.13,2.37,1.218,31.67
85.0,1.4166666666666667,59.32,12.093,2.545,1.202,31.59
85.1,1.4183333333333332,59.32,12.108,2.091,1.021,31.56
85.2,1.4200000000000002,59.32,12.109,2.511,1.247,31.81
85.3,1.4216666666666666,59.32,12.132,2.284,1.099,31.57
85.4,1.4233333333333333,59.32,12.124,2.242,1.089,31.26
85.5,1.425,59.27,12.141,2.418,1.224,31.64
85.6,1.4266666666666665,59.27,12.107,2.258,1.101,31.32
85.7,1.4283333333333335,59.27,12.119,2.412,1.233,31.75
85.8,1.43,59.27,12.092,2.733,1.251,31.59
85.9,1.4316666666666669,59.27,12.105,2.213,1.014,31.67
86.0,1.4333333333333333,59.05,12.078,2.311,1.141,31.57
86.1,1.4349999999999998,59.05,12.144,2.334,1.022,31.93
86.2,1.4366666666666668,59.05,12.126,2.507,1.138,31.6
86.3,1.4383333333333332,59.05,12.129,2.545,1.212,31.48
86.4,1.4400000000000002,59.05,12.071,2.088,1.025,31.2
86.5,1.4416666666666667,58.96,12.077,2.629,1.274,31.94
86.6,1.4433333333333331,58.96,12.107,2.354,1.1,32.69
86.7,1.445,58.65,12.097,2.317,1.026,31.34
86.8,1.4466666666666665,58.65,12.088,2.275,1.106,31.51
86.9,1.4483333333333335,58.52,12.085,2.353,1.175,32.1
87.0,1.45,58.52,12.072,2.372,0.997,31.89
87.1,1.4516666666666667,58.25,12.068,2.455,1.102,32.09
87.2,1.4533333333333334,58.25,12.059,2.121,0.988,31.65
87.3,1.4549999999999998,58.25,12.071,2.338,1.189,31.83
87.4,1.4566666666666668,58.25,12.075,2.346,1.101,31.73
87.5,1.4583333333333333,58.19,12.067,2.329,1.05,31.42
87.6,1.46,58.05,12.095,2.488,1.162,31.85
87.7,1.4616666666666667,58.05,12.08,2.153,0.972,31.36
