Time_s,SoC_%,Voltage_V,Current_A,Speed_mps,Temperature_C
2012.6,76.34,12.575,3.261,1.664,30.83
2016.1,76.29,12.522,3.478,1.785,30.67
2019.7,76.24,12.54,3.198,1.686,30.92
2023.2,76.19,12.536,3.33,1.774,31.09
2026.8,76.15,12.539,3.467,1.774,30.54
2030.3,76.1,12.539,3.515,1.774,31.06
2033.8,76.05,12.508,3.704,1.918,30.65
2037.4,76.01,12.476,4.091,2.067,31.17
2040.9,75.96,12.476,4.153,2.167,31.53
2044.5,75.91,12.495,3.89,1.878,31.11
2048.0,75.86,12.515,3.795,1.912,31.15
2051.6,75.82,12.497,3.768,1.993,30.98
2055.1,75.77,12.515,3.875,2.044,31.09
2058.6,75.72,12.491,3.581,1.865,31.47
2062.2,75.68,12.515,3.507,1.811,31.24
2065.7,75.63,12.543,3.33,1.742,30.84
2069.3,75.58,12.523,3.514,1.786,30.89
2072.8,75.53,12.529,3.16,1.612,30.85
2076.4,75.49,12.481,3.628,1.901,31.46
2079.9,75.44,12.486,3.55,1.9,31.03
2083.4,75.39,12.479,3.797,1.957,31.31
2087.0,75.35,12.487,3.763,1.877,31.0
2090.5,75.3,12.502,3.343,1.714,30.66
2094.1,75.25,12.483,3.328,1.712,31.19
2097.6,75.2,12.506,3.108,1.573,30.83
2101.2,75.16,12.529,3.014,1.536,30.66
2104.7,75.11,12.543,2.849,1.482,30.62
2108.2,75.06,12.512,2.767,1.342,30.6
2111.8,75.02,12.527,2.763,1.359,30.61
2115.3,74.97,12.465,3.427,1.619,30.65
2118.9,74.92,12.476,3.501,1.929,31.24
2122.4,74.87,12.536,3.529,1.737,31.09
2126.0,74.83,12.495,3.313,1.551,31.13
2129.5,74.78,12.535,2.515,1.331,30.59
2133.0,74.73,12.502,2.979,1.419,30.89
2136.6,74.69,12.484,3.103,1.514,30.9
2140.1,74.64,12.463,3.258,1.679,31.16
2143.7,74.59,12.493,3.203,1.715,31.07
2147.2,74.54,12.471,3.488,1.785,31.08
2150.8,74.5,12.509,3.275,1.687,30.8
2154.3,74.45,12.456,3.33,1.717,30.71
2157.9,74.4,12.495,3.187,1.656,30.75
2161.4,74.35,12.512,3.116,1.641,30.76
2164.9,74.31,12.451,3.278,1.589,30.84
2168.5,74.26,12.524,2.691,1.35,30.49
2172.0,74.21,12.483,2.782,1.371,31.11
2175.6,74.17,12.517,2.735,1.408,30.82
2179.1,74.12,12.513,3.025,1.586,30.46
2182.7,74.07,12.502,2.805,1.497,30.57
2186.2,74.02,12.478,3.259,1.624,30.68
2189.7,73.98,12.48,2.955,1.585,30.9
2193.3,73.93,12.493,2.958,1.542,31.07
2196.8,73.88,12.504,2.975,1.45,30.66
2200.4,73.84,12.501,2.662,1.342,30.88
2203.9,73.79,12.472,3.136,1.472,30.86
2207.5,73.74,12.477,3.156,1.552,31.16
2211.0,73.69,12.49,3.024,1.521,31.16
2214.5,73.65,12.453,2.993,1.476,30.94
2218.1,73.6,12.502,2.584,1.372,30.88
2221.6,73.55,12.451,3.226,1.551,30.96
2225.2,73.5,12.432,3.821,1.929,31.1
2228.7,73.46,12.448,3.669,1.945,30.88
2232.3,73.41,12.445,3.513,1.883,31.14
2235.8,73.36,12.465,3.409,1.822,31.02
2239.3,73.32,12.429,3.392,1.823,30.95
2242.9,73.27,12.424,3.607,1.809,31.09
2246.4,73.22,12.432,3.304,1.641,30.97
2250.0,73.17,12.464,3.009,1.572,30.69
2253.5,73.13,12.446,3.306,1.664,30.9
2257.1,73.08,12.419,3.647,1.84,31.36
2260.6,73.03,12.398,3.722,1.931,31.11
2264.2,72.98,12.401,3.94,2.099,31.52
2267.7,72.94,12.412,3.634,1.855,30.9
2271.2,72.89,12.442,3.384,1.622,30.77
2274.8,72.84,12.449,3.02,1.445,30.95
2278.3,72.8,12.484,2.78,1.369,31.0
2281.9,72.75,12.477,2.63,1.308,30.66
2285.4,72.7,12.433,2.814,1.405,30.98
2289.0,72.65,12.445,3.022,1.394,31.12
2292.5,72.61,12.405,3.347,1.67,31.26
2296.0,72.56,12.457,3.067,1.651,30.93
2299.6,72.51,12.457,3.157,1.692,30.97
2303.1,72.46,12.431,3.198,1.631,30.67
2306.7,72.42,12.43,3.304,1.653,31.05
2310.2,72.37,12.391,3.45,1.743,31.15
2313.8,72.32,12.376,3.473,1.793,31.39
2317.3,72.27,12.404,3.423,1.762,30.83
2320.8,72.23,12.427,3.095,1.679,30.8
2324.4,72.18,12.394,3.3,1.755,30.85
2327.9,72.13,12.419,3.261,1.717,31.22
2331.5,72.08,12.387,3.829,1.992,30.73
2335.0,72.04,12.391,3.832,1.94,31.02
2338.6,71.99,12.454,2.99,1.468,31.37
2342.1,71.94,12.419,3.352,1.69,31.21
2345.6,71.89,12.41,3.177,1.726,30.75
2349.2,71.85,12.416,3.176,1.612,31.01
2352.7,71.8,12.396,3.619,1.778,31.35
2356.3,71.75,12.362,3.732,1.955,31.33
2359.8,71.7,12.376,4.085,2.08,31.3
2363.4,71.66,12.344,4.483,2.296,31.33
2366.9,71.61,12.328,4.438,2.398,31.64
2370.4,71.56,12.322,4.417,2.235,31.47
2374.0,71.51,12.413,4.019,2.031,31.49
2377.5,71.47,12.389,3.634,1.866,31.28
2381.1,71.42,12.382,3.743,1.976,31.14
2384.6,71.37,12.411,3.468,1.83,31.44
2388.2,71.32,12.383,3.693,1.941,31.12
2391.7,71.28,12.378,3.556,1.837,31.27
2395.3,71.23,12.381,3.623,1.899,31.08
2398.8,71.18,12.369,3.373,1.791,31.07
2402.3,71.13,12.382,3.558,1.875,31.14
2405.9,71.09,12.341,3.635,1.939,31.08
2409.4,71.04,12.373,3.592,1.908,31.25
2413.0,70.99,12.353,3.928,2.017,31.59
2416.5,70.94,12.313,4.032,2.152,31.74
2420.1,70.9,12.382,3.755,1.997,31.56
2423.6,70.85,12.317,4.014,2.121,31.32
2427.1,70.8,12.348,4.046,2.105,31.67
2430.7,70.75,12.332,3.893,1.93,31.41
2434.2,70.71,12.355,3.693,1.847,31.62
2437.8,70.66,12.358,3.375,1.727,30.89
2441.3,70.61,12.411,3.273,1.602,31.41
2444.9,70.56,12.406,2.962,1.422,30.88
2448.4,70.52,12.444,2.495,1.199,31.08
2451.9,70.47,12.431,2.436,1.214,30.73
2455.5,70.42,12.439,2.261,1.121,30.95
2459.0,70.37,12.402,2.712,1.312,30.87
2462.6,70.32,12.386,2.845,1.554,30.59
2466.1,70.28,12.402,2.778,1.393,30.76
2469.7,70.23,12.356,3.406,1.638,31.13
2473.2,70.18,12.358,3.266,1.725,31.13
2476.7,70.13,12.352,3.026,1.537,30.59
2480.3,70.09,12.352,3.291,1.676,30.9
2483.8,70.04,12.352,3.49,1.759,31.06
2487.4,69.99,12.327,3.605,1.911,31.21
2490.9,69.94,12.354,3.344,1.633,31.21
2494.5,69.89,12.368,2.964,1.48,30.87
2498.0,69.85,12.372,2.657,1.437,30.62
2501.5,69.8,12.367,2.739,1.39,31.02
2505.1,69.75,12.358,2.905,1.456,30.95
2508.6,69.7,12.361,2.96,1.556,31.22
2512.2,69.65,12.329,3.477,1.745,31.12
2515.7,69.61,12.353,3.393,1.759,31.33
2519.3,69.56,12.327,3.253,1.642,30.97
2522.8,69.51,12.321,3.082,1.58,31.15
2526.4,69.46,12.346,3.332,1.677,31.2
2529.9,69.42,12.314,3.557,1.882,31.35
2533.4,69.37,12.32,3.514,1.845,31.06
2537.0,69.32,12.368,3.383,1.766,31.18
2540.5,69.27,12.315,3.965,1.964,31.24
2544.1,69.22,12.302,3.926,1.961,31.37
2547.6,69.18,12.302,4.002,2.148,31.55
2551.2,69.13,12.295,3.876,2.032,31.99
2554.7,69.08,12.315,3.736,1.959,31.35
2558.2,69.03,12.287,3.776,1.972,31.5
2561.8,68.98,12.295,3.587,1.9,31.32
2565.3,68.93,12.304,3.484,1.858,31.49
2568.9,68.89,12.326,3.625,1.8,31.4
2572.4,68.84,12.305,3.946,1.98,31.63
2576.0,68.79,12.278,3.814,2.073,31.45
2579.5,68.74,12.306,3.782,2.094,31.85
2583.0,68.69,12.276,3.906,2.094,31.69
2586.6,68.65,12.3,3.807,1.979,31.04
2590.1,68.6,12.281,3.734,1.953,31.42
2593.7,68.55,12.297,3.771,2.023,31.39
2597.2,68.5,12.285,3.673,1.933,30.9
2600.8,68.45,12.3,3.357,1.725,31.06
2604.3,68.41,12.288,3.599,1.824,31.23
2607.8,68.36,12.287,3.643,1.914,31.19
2611.4,68.31,12.279,3.56,1.899,31.34
2614.9,68.26,12.254,3.755,1.953,31.02
2618.5,68.21,12.291,3.903,1.975,31.59
2622.0,68.16,12.31,3.022,1.587,31.29
2625.6,68.12,12.247,3.688,1.862,31.44
2629.1,68.07,12.248,3.536,1.891,31.25
2632.6,68.02,12.22,3.834,1.997,31.42
2636.2,67.97,12.263,3.656,1.921,31.27
2639.7,67.92,12.288,3.728,2.008,31.62
2643.3,67.87,12.25,3.573,1.84,31.44
2646.8,67.83,12.26,3.713,1.862,31.79
2650.4,67.78,12.237,3.679,2.028,31.3
2653.9,67.73,12.279,3.724,1.955,31.69
2657.5,67.68,12.242,4.12,2.143,31.42
2661.0,67.63,12.269,3.643,1.956,31.34
2664.5,67.58,12.277,3.737,1.978,31.2
2668.1,67.53,12.281,3.725,2.028,31.51
2671.6,67.49,12.273,3.683,1.905,31.38
2675.2,67.44,12.266,3.363,1.842,31.41
2678.7,67.39,12.26,3.239,1.774,31.54
2682.3,67.34,12.25,3.456,1.84,31.31
2685.8,67.29,12.245,3.33,1.733,31.35
2689.3,67.24,12.289,3.498,1.793,31.52
2692.9,67.19,12.247,3.652,1.865,31.38
2696.4,67.15,12.268,3.368,1.61,31.19
2700.0,67.1,12.287,3.041,1.513,31.26
2703.5,67.05,12.317,2.987,1.49,31.27
2707.1,67.0,12.273,3.041,1.6,31.35
2710.6,66.95,12.293,3.128,1.581,31.39
2714.1,66.9,12.279,3.105,1.409,31.08
2717.7,66.85,12.284,2.892,1.373,31.23
2721.2,66.81,12.265,2.722,1.35,31.33
2724.8,66.76,12.303,2.803,1.347,31.02
2728.3,66.71,12.25,3.221,1.545,31.34
2731.9,66.66,12.255,3.193,1.656,31.13
2735.4,66.61,12.272,3.06,1.431,31.25
2738.9,66.56,12.279,2.888,1.427,31.5
2742.5,66.51,12.257,3.492,1.693,31.4
2746.0,66.46,12.199,3.977,1.921,31.35
2749.6,66.41,12.223,3.768,2.044,31.54
2753.1,66.37,12.207,4.04,2.119,31.61
2756.7,66.32,12.206,3.97,2.157,31.77
2760.2,66.27,12.225,3.788,1.953,31.21
2763.8,66.22,12.221,3.592,1.846,31.23
2767.3,66.17,12.259,3.315,1.746,31.31
2770.8,66.12,12.221,3.429,1.796,31.05
2774.4,66.07,12.216,3.304,1.77,31.55
2777.9,66.02,12.228,3.438,1.783,30.97
2781.5,65.97,12.242,3.5,1.891,31.23
2785.0,65.92,12.217,3.457,1.839,31.09
2788.6,65.88,12.208,3.547,1.916,31.28
2792.1,65.83,12.192,3.874,1.933,31.69
2795.6,65.78,12.183,4.12,2.258,31.74
2799.2,65.73,12.183,4.013,1.998,31.77
2802.7,65.68,12.213,3.619,1.87,31.57
2806.3,65.63,12.196,3.355,1.771,30.95
2809.8,65.58,12.23,3.585,1.833,31.5
2813.4,65.53,12.221,3.474,1.821,31.04
2816.9,65.48,12.21,3.266,1.795,31.23
2820.4,65.43,12.231,3.461,1.791,31.33
2824.0,65.38,12.232,3.192,1.741,31.2
2827.5,65.33,12.203,3.919,1.999,31.67
2831.1,65.29,12.17,3.753,2.018,31.35
2834.6,65.24,12.216,3.687,2.01,31.84
2838.2,65.19,12.174,3.95,2.077,31.71
2841.7,65.14,12.138,3.993,2.13,31.84
2845.2,65.09,12.186,3.894,1.987,31.72
2848.8,65.04,12.165,3.936,2.11,31.77
2852.3,64.99,12.16,3.815,1.923,31.54
2855.9,64.94,12.165,3.92,2.028,31.98
2859.4,64.89,12.16,3.526,1.895,31.24
2863.0,64.84,12.182,3.797,2.038,31.64
2866.5,64.79,12.162,3.891,1.983,31.58
2870.0,64.74,12.173,3.672,1.917,31.46
2873.6,64.69,12.206,3.528,1.844,31.52
2877.1,64.64,12.182,3.56,1.857,31.32
2880.7,64.59,12.189,3.239,1.707,31.54
2884.2,64.54,12.183,3.232,1.702,31.52
2887.8,64.49,12.19,3.319,1.744,31.42
2891.3,64.44,12.227,2.976,1.551,31.43
2894.9,64.39,12.2,2.967,1.538,31.07
2898.4,64.34,12.176,3.238,1.602,31.01
2901.9,64.3,12.203,3.256,1.585,31.27
2905.5,64.25,12.184,3.336,1.759,31.37
2909.0,64.2,12.194,3.116,1.592,31.84
2912.6,64.15,12.209,3.394,1.663,31.39
2916.1,64.1,12.134,3.762,1.916,31.78
2919.7,64.05,12.174,3.438,1.754,31.63
2923.2,64.0,12.149,3.314,1.764,31.84
2926.7,63.95,12.165,3.416,1.764,31.48
2930.3,63.9,12.19,3.201,1.582,31.51
2933.8,63.85,12.188,3.344,1.632,31.39
2937.4,63.8,12.168,3.044,1.554,31.16
2940.9,63.75,12.218,2.722,1.442,31.02
2944.5,63.7,12.21,2.821,1.395,31.1
2948.0,63.65,12.202,2.692,1.375,31.5
2951.5,63.6,12.232,2.837,1.418,31.32
2955.1,63.55,12.207,2.601,1.25,31.15
2958.6,63.5,12.183,2.738,1.363,31.24
2962.2,63.45,12.207,2.646,1.372,31.09
2965.7,63.4,12.163,2.778,1.494,31.25
2969.3,63.35,12.211,2.829,1.458,31.27
2972.8,63.3,12.197,2.891,1.506,31.43
2976.3,63.25,12.16,3.131,1.595,31.57
2979.9,63.2,12.183,2.982,1.596,31.01
2983.4,63.15,12.18,2.98,1.553,31.38
2987.0,63.1,12.206,2.886,1.559,31.58
2990.5,63.05,12.159,2.986,1.561,31.14
2994.1,63.0,12.151,2.924,1.534,31.27
2997.6,62.95,12.125,3.15,1.568,31.44
3001.2,62.9,12.135,3.401,1.696,31.71
3004.7,62.85,12.126,3.196,1.682,31.54
3008.2,62.8,12.146,3.19,1.691,31.38
3011.8,62.74,12.133,3.544,1.75,31.65
3015.3,62.69,12.119,3.532,1.81,31.76
3018.9,62.64,12.121,3.342,1.606,31.56
3022.4,62.59,12.181,2.86,1.42,31.69
3026.0,62.54,12.139,3.177,1.517,31.51
3029.5,62.49,12.133,3.368,1.664,31.29
3033.0,62.44,12.145,3.335,1.716,31.33
3036.6,62.39,12.106,3.376,1.693,31.48
3040.1,62.34,12.092,3.68,1.878,31.57
3043.7,62.29,12.131,3.888,2.069,31.81
3047.2,62.24,12.096,3.772,2.008,31.72
3050.8,62.19,12.077,3.822,2.034,32.01
3054.3,62.14,12.083,3.905,2.024,31.86
3057.8,62.09,12.045,4.438,2.243,32.19
3061.4,62.04,12.025,4.574,2.483,31.79
3064.9,61.99,12.057,4.222,2.236,31.73
3068.5,61.94,12.068,4.114,2.289,31.92
3072.0,61.89,12.06,4.235,2.245,31.85
3075.6,61.84,12.058,4.38,2.296,32.01
3079.1,61.78,12.049,3.915,2.095,31.77
3082.6,61.73,12.038,4.141,2.159,31.68
3086.2,61.68,12.065,4.258,2.245,32.19
3089.7,61.63,12.06,3.992,2.047,31.98
3093.3,61.58,12.109,3.584,1.957,31.3
3096.8,61.53,12.089,3.658,1.947,31.52
3100.4,61.48,12.07,3.5,1.781,31.59
3103.9,61.43,12.109,3.327,1.633,31.67
3107.4,61.38,12.096,3.13,1.647,31.45
3111.0,61.33,12.105,3.272,1.725,31.24
3114.5,61.28,12.122,3.222,1.682,31.67
3118.1,61.23,12.151,2.929,1.536,31.36
3121.6,61.17,12.093,3.309,1.667,31.77
3125.2,61.12,12.113,3.16,1.717,31.55
3128.7,61.07,12.105,3.166,1.776,31.69
3132.3,61.02,12.099,3.369,1.67,31.73
3135.8,60.97,12.064,3.063,1.54,31.63
3139.3,60.92,12.102,2.951,1.5,31.32
3142.9,60.87,12.12,2.802,1.355,31.58
3146.4,60.82,12.122,2.792,1.366,31.41
3150.0,60.77,12.126,2.395,1.274,30.98
3153.5,60.71,12.14,2.543,1.275,31.21
3157.1,60.66,12.127,2.808,1.346,31.31
3160.6,60.61,12.11,2.794,1.427,31.47
3164.1,60.56,12.092,2.989,1.481,31.59
3167.7,60.51,12.065,3.382,1.698,31.37
3171.2,60.46,12.09,3.072,1.611,31.63
3174.8,60.41,12.1,3.14,1.685,31.49
3178.3,60.36,12.111,3.025,1.57,31.26
3181.9,60.3,12.083,2.951,1.571,31.61
3185.4,60.25,12.074,2.963,1.501,31.3
3188.9,60.2,12.081,2.861,1.536,31.18
3192.5,60.15,12.104,2.905,1.429,31.59
3196.0,60.1,12.098,2.776,1.448,31.57
3199.6,60.05,12.067,3.289,1.606,31.44
3203.1,60.0,12.052,3.564,1.825,31.88
3206.7,59.94,12.032,3.843,2.025,31.97
3210.2,59.89,12.026,3.801,1.968,31.66
3213.7,59.84,11.999,3.981,2.073,32.23
3217.3,59.79,12.013,3.832,1.932,31.76
3220.8,59.74,12.037,3.598,1.9,31.74
3224.4,59.69,12.032,3.731,1.982,31.27
3227.9,59.64,12.018,3.731,1.909,31.87
3231.5,59.58,12.035,3.409,1.765,31.51
3235.0,59.53,12.054,3.535,1.888,31.77
3238.6,59.48,12.02,3.61,1.749,31.37
3242.1,59.43,12.062,3.051,1.522,31.75
3245.6,59.38,12.045,3.169,1.586,31.85
3249.2,59.33,12.039,3.117,1.584,31.92
3252.7,59.27,12.033,3.025,1.516,30.93
3256.3,59.22,12.056,2.856,1.501,31.58
3259.8,59.17,12.05,2.869,1.488,31.53
3263.4,59.12,12.08,2.767,1.456,30.83
3266.9,59.07,12.028,3.1,1.574,31.4
3270.4,59.02,12.035,3.141,1.638,31.55
3274.0,58.96,12.048,3.172,1.616,31.86
3277.5,58.91,12.038,3.117,1.619,31.4
3281.1,58.86,12.006,3.773,1.831,31.84
3284.6,58.81,12.035,3.364,1.716,31.64
3288.2,58.76,12.002,3.241,1.634,31.69
3291.7,58.7,12.007,3.455,1.744,31.61
3295.2,58.65,12.014,3.175,1.742,31.77
3298.8,58.6,12.027,3.515,1.867,31.91
3302.3,58.55,12.007,3.457,1.717,31.43
3305.9,58.5,12.035,3.127,1.734,31.81
3309.4,58.44,12.035,3.405,1.669,31.54
3313.0,58.39,12.038,2.801,1.446,31.42
3316.5,58.34,12.034,2.944,1.545,31.75
3320.0,58.29,12.042,2.883,1.434,31.53
3323.6,58.24,12.047,2.594,1.402,31.52
3327.1,58.18,12.051,2.894,1.456,31.67
3330.7,58.13,12.041,2.919,1.501,31.65
3334.2,58.08,12.036,3.032,1.586,31.46
3337.8,58.03,12.015,3.105,1.412,31.41
3341.3,57.97,12.042,2.534,1.039,31.54
3344.8,57.92,12.043,2.487,1.16,31.54
3348.4,57.87,12.034,2.615,1.293,31.5
3351.9,57.82,12.023,2.447,1.203,31.34
3355.5,57.77,12.025,2.888,1.398,31.7
3359.0,57.71,12.017,3.125,1.605,31.61
3362.6,57.66,12.013,2.956,1.448,31.29
3366.1,57.61,11.983,3.301,1.65,31.74
3369.7,57.56,11.986,3.359,1.691,31.81
3373.2,57.5,11.987,3.363,1.77,31.86
3376.7,57.45,11.973,3.601,1.735,31.62
3380.3,57.4,12.026,3.063,1.585,31.46
3383.8,57.35,11.994,2.891,1.456,31.62
3387.4,57.29,12.003,3.033,1.548,31.51
3390.9,57.24,12.01,2.97,1.436,31.57
3394.5,57.19,12.029,2.479,1.257,31.6
3398.0,57.14,12.023,2.477,1.283,31.49
3401.5,57.08,12.0,2.623,1.327,31.83
3405.1,57.03,12.003,2.667,1.352,31.55
3408.6,56.98,12.031,2.491,1.304,31.77
3412.2,56.93,12.035,2.601,1.31,31.68
3415.7,56.87,11.969,3.128,1.509,32.16
3419.3,56.82,11.973,3.333,1.62,31.73
3422.8,56.77,11.959,3.547,1.779,31.79
3426.3,56.72,11.947,3.848,2.019,32.18
3429.9,56.66,11.937,3.801,2.005,31.8
3433.4,56.61,11.937,3.813,1.829,31.82
3437.0,56.56,11.966,3.418,1.718,31.82
3440.5,56.51,11.949,3.15,1.626,31.76
3444.1,56.45,11.937,3.642,1.797,31.58
3447.6,56.4,11.891,3.917,1.916,32.01
3451.1,56.35,11.887,3.902,2.031,31.89
3454.7,56.3,11.924,3.557,1.93,31.83
3458.2,56.24,11.884,4.019,2.11,32.03
3461.8,56.19,11.917,3.954,2.097,31.94
3465.3,56.14,11.931,3.825,1.975,32.15
3468.9,56.08,11.938,3.361,1.83,31.87
3472.4,56.03,11.91,3.829,1.978,31.9
3475.9,55.98,11.899,3.97,2.104,32.01
3479.5,55.93,11.878,4.286,2.222,32.31
3483.0,55.87,11.918,3.702,1.859,32.06
3486.6,55.82,11.933,3.478,1.873,32.08
3490.1,55.77,11.912,3.6,1.967,31.84
3493.7,55.71,11.913,3.462,1.788,31.85
3497.2,55.66,11.912,3.531,1.76,32.25
3500.8,55.61,11.9,4.035,2.043,32.02
3504.3,55.56,11.885,3.953,2.077,32.34
3507.8,55.5,11.939,3.502,1.896,32.02
3511.4,55.45,11.925,3.268,1.72,31.68
3514.9,55.4,11.935,3.492,1.829,31.57
3518.5,55.34,11.891,3.543,1.892,32.0
3522.0,55.29,11.906,3.399,1.817,31.68
3525.6,55.24,11.902,3.735,2.003,31.8
3529.1,55.18,11.911,3.556,1.851,31.54
3532.6,55.13,11.894,3.664,1.79,32.16
3536.2,55.08,11.92,3.758,1.952,31.98
3539.7,55.03,11.901,3.551,1.857,31.89
3543.3,54.97,11.906,3.494,1.838,31.95
3546.8,54.92,11.883,3.632,1.903,31.97
3550.4,54.87,11.927,3.437,1.731,31.87
3553.9,54.81,11.931,3.15,1.662,31.86
3557.4,54.76,11.912,3.328,1.712,31.77
3561.0,54.71,11.865,3.557,1.795,31.39
3564.5,54.65,11.888,3.652,1.852,32.08
3568.1,54.6,11.894,3.316,1.632,31.91
3571.6,54.55,11.915,3.163,1.543,31.78
3575.2,54.49,11.935,2.938,1.476,32.01
3578.7,54.44,11.921,2.73,1.426,31.35
3582.2,54.39,11.94,2.622,1.407,31.01
3585.8,54.33,11.938,2.803,1.467,31.95
3589.3,54.28,11.924,2.824,1.44,31.75
3592.9,54.23,11.916,2.804,1.405,31.33
3596.4,54.17,11.899,2.878,1.375,31.61
3600.0,54.12,11.886,3.162,1.602,31.91
3603.5,54.07,11.876,3.154,1.625,31.55
3607.0,54.02,11.928,2.835,1.402,31.79
3610.6,53.96,11.887,3.264,1.548,32.25
3614.1,53.91,11.857,3.41,1.751,32.16
3617.7,53.86,11.873,3.428,1.775,31.89
3621.2,53.8,11.852,3.43,1.686,31.96
3624.8,53.75,11.797,3.821,1.969,31.84
3628.3,53.7,11.876,3.603,1.871,31.99
3631.9,53.64,11.885,3.408,1.822,31.83
3635.4,53.59,11.851,3.292,1.634,31.66
3638.9,53.53,11.85,3.465,1.713,31.65
3642.5,53.48,11.851,3.66,1.915,32.37
3646.0,53.43,11.849,3.518,1.799,31.96
3649.6,53.37,11.865,3.109,1.643,31.6
3653.1,53.32,11.862,3.215,1.673,31.75
3656.7,53.27,11.875,3.037,1.585,32.07
3660.2,53.21,11.852,3.326,1.679,32.2
3663.7,53.16,11.875,3.097,1.652,31.68
3667.3,53.11,11.844,3.483,1.751,31.98
3670.8,53.05,11.844,3.318,1.732,32.06
3674.4,53.0,11.844,3.503,1.796,31.88
3677.9,52.95,11.831,3.266,1.719,31.64
3681.5,52.89,11.879,3.212,1.659,31.66
3685.0,52.84,11.822,3.346,1.687,31.91
3688.5,52.79,11.858,3.131,1.598,31.68
3692.1,52.73,11.847,3.4,1.794,31.67
3695.6,52.68,11.842,3.477,1.819,31.91
3699.2,52.63,11.823,3.719,1.913,32.23
3702.7,52.57,11.846,3.565,1.959,32.13
3706.3,52.52,11.812,3.508,1.913,31.93
3709.8,52.47,11.812,3.736,1.914,32.43
3713.3,52.41,11.847,3.182,1.702,31.71
3716.9,52.36,11.802,3.756,1.946,32.05
3720.4,52.3,11.822,3.372,1.786,31.66
3724.0,52.25,11.855,3.254,1.794,32.05
3727.5,52.2,11.813,3.43,1.779,31.93
3731.1,52.14,11.825,3.266,1.575,31.57
3734.6,52.09,11.841,3.029,1.556,31.66
3738.2,52.04,11.853,2.808,1.381,32.1
3741.7,51.98,11.863,2.712,1.35,31.86
3745.2,51.93,11.85,2.808,1.474,31.77
3748.8,51.88,11.853,2.875,1.407,31.95
3752.3,51.82,11.831,3.161,1.562,31.56
3755.9,51.77,11.828,3.273,1.671,31.75
3759.4,51.71,11.87,2.762,1.471,31.48
3763.0,51.66,11.819,3.044,1.583,31.68
3766.5,51.61,11.845,3.21,1.738,31.83
3770.0,51.55,11.791,3.56,1.818,32.13
3773.6,51.5,11.848,2.86,1.486,31.98
3777.1,51.45,11.793,3.614,1.809,32.25
3780.7,51.39,11.792,3.492,1.731,32.54
3784.2,51.34,11.777,3.302,1.656,31.85
3787.8,51.28,11.79,3.953,2.022,32.17
3791.3,51.23,11.762,3.808,2.002,32.23
3794.8,51.18,11.755,3.888,1.984,31.99
3798.4,51.12,11.795,3.65,1.92,32.02
3801.9,51.07,11.786,3.533,1.794,32.12
3805.5,51.02,11.786,3.963,2.076,32.01
3809.0,50.96,11.793,3.768,1.989,32.22
3812.6,50.91,11.776,3.769,1.954,32.37
3816.1,50.85,11.78,3.562,1.924,31.83
3819.6,50.8,11.776,3.736,1.966,31.66
3823.2,50.75,11.76,3.457,1.684,32.04
3826.7,50.69,11.801,3.122,1.615,31.7
3830.3,50.64,11.787,3.319,1.742,32.01
3833.8,50.59,11.78,3.256,1.67,31.87
3837.4,50.53,11.792,3.219,1.596,32.01
3840.9,50.48,11.788,2.818,1.455,32.03
3844.4,50.42,11.805,3.111,1.548,32.08
3848.0,50.37,11.827,2.801,1.326,31.74
3851.5,50.32,11.797,2.645,1.246,31.52
3855.1,50.26,11.823,2.532,1.215,31.22
3858.6,50.21,11.839,2.589,1.278,31.31
3862.2,50.15,11.828,2.461,1.214,31.54
3865.7,50.1,11.806,2.452,1.157,31.71
3869.3,50.05,11.833,1.977,0.98,31.4
3872.8,49.99,11.827,2.521,1.137,31.6
3876.3,49.94,11.868,2.042,1.003,31.24
3879.9,49.89,11.8,2.425,1.151,31.36
3883.4,49.83,11.814,2.448,1.143,31.36
3887.0,49.78,11.8,2.453,1.238,31.83
3890.5,49.72,11.796,2.616,1.343,31.37
3894.1,49.67,11.805,2.587,1.331,31.89
3897.6,49.62,11.798,2.598,1.328,31.58
3901.1,49.56,11.805,2.294,1.199,31.76
3904.7,49.51,11.828,2.569,1.311,31.8
3908.2,49.45,11.785,2.703,1.261,31.95
3911.8,49.4,11.803,2.361,1.115,31.92
3915.3,49.35,11.823,2.329,1.152,31.52
3918.9,49.29,11.802,2.385,1.153,31.5
3922.4,49.24,11.791,2.476,1.287,31.64
3925.9,49.19,11.797,2.65,1.287,31.64
3929.5,49.13,11.777,2.46,1.179,31.86
3933.0,49.08,11.78,2.819,1.421,31.83
3936.6,49.02,11.783,2.812,1.436,31.85
3940.1,48.97,11.774,2.848,1.434,31.95
3943.7,48.92,11.779,2.534,1.293,31.66
3947.2,48.86,11.775,2.613,1.378,32.0
3950.7,48.81,11.754,2.516,1.297,31.39
3954.3,48.75,11.766,2.687,1.345,31.86
3957.8,48.7,11.751,3.007,1.531,32.03
3961.4,48.65,11.774,2.738,1.382,31.68
3964.9,48.59,11.745,3.026,1.508,31.8
3968.5,48.54,11.767,2.501,1.219,31.94
3972.0,48.48,11.745,2.725,1.333,31.78
3975.6,48.43,11.734,3.085,1.482,31.58
3979.1,48.38,11.762,2.636,1.433,31.54
3982.6,48.32,11.756,2.963,1.48,32.13
3986.2,48.27,11.743,2.865,1.425,31.72
